	Microglia	Complement_Immunosuppressive	Neutrophil	Scavenger_Immunosuppressive	G2_M	IFN_Response	IL1B_CD83_TNF_Inflammatory	cDC	G1_S	Hypoxia	Inflammatory_microglia	HS_UPR	Macrophage	Monocyte
ALCAM	0.001315423	0.001287168	0	0.001902201	0.0002373	0.000625578	0.000396456	0.000448515	0.000616005	0.000900291	8.40677E-05	0	0.000714283	0.000230014
ALDH1A1	0	0.000948575	2.51422E-06	1.61757E-06	0	7.57197E-05	2.35025E-05	0	0	0	0	0	0.003754119	0.000117436
ALDH1A2	9.50282E-05	0.000142942	0.000386607	0	0	0	0.000162474	0	0	0.000252426	3.08085E-06	0	4.03367E-05	0.000128943
ALDH1L2	3.50049E-05	1.93472E-05	0	7.3166E-05	1.98649E-05	0.000594769	0	0.000130504	7.69614E-05	0.000703729	0.000453668	9.09499E-05	0.000203751	1.85937E-05
ALDOA	0.000464814	0.00022477	0.00037781	0.000206611	0.000106645	4.58918E-05	0.000232913	0.000350115	4.70393E-05	0.002636808	0.000110828	0.000292787	0.00021106	0.000500939
ALOX15B	0.000216575	0.000675209	3.845E-05	0	8.63536E-07	0	0.000286534	0	0	0.000199955	0.001073041	0.000562125	0.00196386	0.000192188
ALOX5AP	0.00209481	0.001126919	0.002276578	0.001762449	0.000266136	0.000112386	0.000726082	0	0.00062868	0.001421068	0.000209909	0.00014028	3.95346E-05	0.000480297
ALPK3	0.001533486	9.07941E-05	0	0.000239136	4.1655E-07	0	0.000958675	9.25396E-05	0	0.000521535	0.000186056	5.78688E-05	3.24529E-05	0
ALPL	2.77458E-06	2.34628E-05	0.003175524	0	0	4.04114E-05	0	5.7859E-06	0	9.70093E-05	7.3774E-05	0.000115717	9.64731E-07	5.19741E-05
AMPH	0	1.2615E-05	4.22087E-05	0.000486941	0	0.000151789	0.000121695	6.08979E-05	0.000146804	0.000100849	0	0.000107066	0	0.000895079
ANG	0.000385002	0.000339706	0	0	0.000233247	5.13931E-05	6.33072E-05	5.08679E-06	0	0.003908934	0.000142055	3.60512E-07	0.000219537	0.000234366
ANGPTL4	0	0	0	0.000327945	0	0	8.16836E-05	0	0	0.003321363	0	0.000127085	0	0.000985153
ANGPTL6	0.001616852	0.000490613	0	0	3.94332E-05	0.000313254	0	3.29413E-05	0	0.000224854	6.75862E-06	0	1.97528E-05	0
ANK3	1.9586E-05	0.000503224	2.73747E-05	7.41842E-05	1.96908E-05	2.71724E-05	5.51424E-05	0.000439708	2.34726E-05	4.05044E-05	0.000351806	0.000336514	0	4.80477E-05
ANKH	0.000433882	0.000843407	0	0.003854646	0	0	0.000732842	0	0.00050257	0.000387165	0.000125531	0	0.000335046	7.2987E-05
ANKRD22	0.0009146	0.00095838	0.000288441	0	0.000244502	0.001526613	0.00050487	0.000213546	0.00012387	0	0.001743045	0.000264664	0	5.80199E-05
ANKRD26	0.000568638	0.000527631	2.18733E-05	0.000475466	0.000123307	0.000135746	0.000149182	0.000232438	0.000546813	1.84535E-05	0.000950878	0.000375946	0.000202995	0.000238353
ANKRD28	1.44827E-05	2.09792E-05	0	0.000441077	0.000115051	8.84305E-05	0.000905294	0.000499311	0.000475602	0.000916908	3.40735E-05	0	0.000701105	0.000814852
ANKRD36C	0.000393571	0.000369939	0	0.00049079	0.000497749	0.000190087	0.000228288	0.000170353	0.000814214	8.15876E-05	0.001136738	0.000473509	0.000175971	9.68587E-05
ANKRD37	6.9628E-05	0.000138229	2.9432E-05	5.54895E-06	1.524E-05	7.21272E-05	0.001012931	0.000340279	0	0.001263704	0.000467661	0.003938241	3.62967E-05	0.000230659
ANKRD9	0.000992994	0.000896057	3.83069E-06	0.000471127	2.7642E-05	0.000130563	0.000867617	3.86651E-05	0.000834917	0.000829933	0.000322219	0	0.000551307	9.85109E-05
ANLN	1.67391E-05	0	0	0.00012699	0.006711562	0	0	0	0.001672514	0	0.000108186	0.000125885	0	8.72888E-06
ANP32E	0.000765151	0.000508708	7.67008E-05	0.000563786	0.003662829	0.000379655	0.000523295	0.000684813	0.001179747	0.000730452	0.000748861	0.000379524	0.000264656	0.000285217
ANPEP	0	0	0.002015016	0.00205429	0	0	0	0.000589622	0	0.000218836	0	0	8.66379E-05	0.002943785
ANTXR1	0.000352675	0.00029972	0	0.000678047	8.16421E-05	0.000234997	0.000179687	0.000167778	0.000257857	9.67619E-05	0.000567756	0.000225213	0.000128566	2.99232E-05
ANXA1	0	0.000329691	0.000177966	0.001103723	0.000443431	7.77891E-05	0.000858483	0.000668748	0.000323339	0.001994118	0.000127946	0.000928237	0.000309403	0.002002196
ANXA2	0.000184687	0.00013571	0	0.002353789	0.000537381	0.000332843	0.000136419	0.000614531	0.000212899	0.001237968	0	0	0.00277448	0.001174452
ANXA3	0.000362062	0.000297296	0.000790156	1.06188E-05	9.78322E-05	7.75666E-05	2.44734E-05	0.000759853	0	0	5.38996E-06	0	1.01287E-05	0
ANXA6	0	0	3.48159E-05	0.00052681	8.01348E-05	0.000136263	0	0.002495002	3.16555E-05	0.000608007	2.11244E-05	6.57478E-05	0.001005192	0.001298935
AP000439.2	0.001900262	0.00035774	0	0	0	0.000347366	0.000161972	0	0	2.70939E-06	0.000873693	0	0	0
AP000692.2	5.86633E-05	1.20764E-05	0	2.6223E-05	6.70684E-05	0	0.000217609	1.51502E-06	8.56467E-05	0	0.000278433	0.00010979	2.20727E-05	3.35708E-05
AP001160.1	0.000106903	6.42114E-05	0.000134281	0	3.72307E-05	0	0.000221223	0.000106874	2.0283E-05	0	0.000506447	0.000986082	2.88191E-05	6.12626E-05
AP003717.4	0.000253294	2.37992E-05	2.56438E-05	9.87489E-07	0.000181915	0	4.41118E-05	7.94119E-05	9.26498E-05	1.69085E-05	0.000602889	0.000420591	1.13936E-05	6.5868E-05
AP005530.1	0.001515823	0	0	0	0	0.00024012	0	0	2.25303E-05	0	0.002103282	0	0	0
AP1S2	0	0.000926839	0.000111304	0.001535547	0.000701466	0.000220313	0.000374091	0.001342174	0.000641219	0.000406021	0.000255215	0.000557803	0.001195428	0.002378758
AP2S1	0.000997029	0.000845288	0	0.001905812	0.000831758	8.71976E-05	0.000160445	0.000611177	0.001226542	0.000313627	9.79878E-05	0.000251965	0.00185659	0.000883508
AP5B1	0.000785863	0.000301556	0.001822871	0.000516305	8.32722E-05	0.000790992	0.000871702	9.57161E-06	1.31688E-05	0.000794882	0.000410491	0	0.000642414	0.000704119
APOBEC3A	0	0	0.003683504	0	0	0.002056689	4.41115E-05	1.1475E-05	0	0	0	6.54047E-05	0	0.001917579
APOC1	0.001107125	0.001374177	0	0	6.01891E-05	0.000565963	0.000352473	0	0.000131589	0.000354779	0.000106339	0	0.004194217	0
APOC2	0.003422568	0.001195435	0	5.46267E-05	0.000115373	0.000140309	0.000228468	0	0	0.000172042	8.39406E-06	0	0.001199824	0
APOE	0.001165028	0.002261496	0	0.000110117	7.31735E-05	0.001522955	0.000423501	0	0.000251987	2.00535E-05	0.000262135	0.000119062	0.003822049	0
APOL3	1.0644E-05	0.000373921	0	0.000178551	6.56877E-05	0.002027254	0.000133763	0.002285859	4.34285E-05	0	0.000285863	4.28944E-05	2.86034E-05	0.000476929
APOL6	0.000287666	0.001022247	0.000234547	0.000830404	0.000378772	0.007103685	0.000251514	0.00012202	0.000395906	0.000288356	0.000677178	0.000235088	0.000420437	0.000677947
APOLD1	0.000110106	0.000101152	2.04234E-05	0.000184904	0.00105678	0	1.19567E-05	8.91599E-05	6.36472E-05	3.26572E-05	0.000540197	0	5.97933E-05	3.73973E-05
AQP9	0.000252261	0.000131039	0.005876962	0.000125578	0	0	0.000171021	0	0	0.000416819	0	0	0.000430776	0.002948014
ARC	2.06565E-05	0.000152123	0	4.04415E-05	0	6.91268E-05	0.000442823	3.72909E-05	3.07225E-05	0.000146707	0	7.58987E-05	2.70233E-05	0.000133357
AREG	0	0.00039305	0	0.000348334	0	0	0.001197278	0.00317043	0.000123044	0	0	0	0	0.001208111
ARG1	1.09206E-05	0	0.002450947	0	0	0	0	3.89744E-06	0	0	2.98456E-05	0.000159618	0	6.30414E-05
ARG2	0.000415166	0.000330461	0	0.000129218	0.000218059	5.31663E-06	0.001892448	0	0.000275087	0.000329586	0.000266577	0.000517447	0	0
ARHGAP10	2.96326E-06	5.70147E-05	0	0.000870588	0	7.63508E-05	4.73462E-05	0.000219215	0.000534749	0.000771135	0	0.000105651	0.001754589	0.000515588
ARHGAP11A	8.41118E-05	5.38852E-05	0	0.000331303	0.005855973	7.86289E-05	2.12554E-05	1.05269E-05	0.000924262	4.88711E-05	0.000174114	6.2465E-05	4.27842E-05	0.000131454
ARHGAP18	0.000396968	0.001964838	0	0.002513285	0.000426702	0.000642378	0.000682709	7.92417E-05	0.000471745	0.001495289	0.000493864	0.000363021	0.000709836	0.000564585
ARHGAP20	0.001275135	0.000228108	0	0.000266112	5.65471E-06	0.000516732	0.000422065	0.000296536	0.000163959	5.76511E-05	7.22214E-05	0.000513383	0	2.66099E-05
ARHGEF39	0	3.26226E-05	5.94848E-06	7.81468E-07	0.003348968	4.39507E-05	5.73602E-05	2.10205E-05	0.000734541	0.000137815	1.6642E-05	2.402E-05	2.0416E-05	4.0674E-05
ARID5B	0.001091503	0.000730309	0	0.000392307	6.07544E-07	0.000152241	0.002664646	2.27388E-05	2.71815E-05	0.00161011	0.000366287	1.36785E-05	0.000106961	0.000101063
ARIH2OS	0.000272726	9.39748E-05	3.79595E-05	3.82551E-05	4.04123E-05	0.000172002	9.63133E-05	0.000102767	3.46716E-05	0.000109624	0.000860354	0.000268228	7.40639E-05	0.000125808
ARL4A	0.000178683	0.000328503	6.53844E-05	0	0.000175852	0.00012879	0.000889525	0.00051798	0.000112217	0.000360113	0.001334801	0.000661838	0.000892908	0.002039613
ARL4C	3.94637E-05	0.001915271	0	0.000811221	0	0.000360743	0.00034526	0.001467896	0	0.001842736	0.000568132	0	0.001184563	0.000164526
ARL4D	4.05826E-05	4.38861E-05	0	0.000113464	0.000132045	3.80796E-05	0.000608871	0.000193627	4.94206E-07	0.000198093	0.000685441	0.001492254	8.13918E-05	0
ARL5B	5.78999E-05	0.000110659	0.000157514	1.76972E-05	2.97203E-05	0.000582392	0.00261664	0.000992109	5.1355E-05	0	0.000509105	0.001107169	0.000140713	0.000635318
ARL6IP1	0.001428131	0.001309474	8.79204E-05	0.000629048	0.0051598	0.000242362	0.000584762	0.00022093	0	0.00116524	0.001130748	0.000843907	0.001299175	0.000290675
ARMH4	0.002504548	0.000167009	0	0	0	0	4.44866E-05	8.49812E-06	0	8.0638E-05	0.0003734	0.000118164	0	0
ARMT1	0.000169465	0.000540494	0.00019286	0.001950819	0.00065089	0.000328984	0.000213572	0.000103723	0.000758624	4.63458E-05	0.000189211	0.000509995	0.000409627	0.000390918
ARRDC3	0.000210718	0.000854212	0.000354773	0.001182229	8.05249E-05	0	0.00129098	5.33164E-05	1.27234E-05	0.00178731	0.002034791	0.000941545	3.04813E-05	0.000190157
ARRDC4	2.24817E-05	0.00050375	0	0.001252208	5.9364E-05	0.000100139	0	5.67505E-05	6.30491E-05	0.000520532	7.22111E-05	0.000230965	0.000337426	0.001118831
ASB2	0.0001259	0	0	0	9.43291E-05	0.000112993	0	0.003145473	1.29015E-05	0	0.000242597	7.97595E-05	0	1.59475E-06
ASF1B	4.0657E-05	1.63207E-05	0.000227987	7.13872E-06	0.001798168	1.53283E-05	7.32969E-05	6.25531E-05	0.004338612	1.91199E-05	1.76452E-05	4.5155E-06	3.7123E-05	2.39526E-05
ASGR1	0	0.000154473	0	0.000367362	5.59154E-05	1.74661E-05	3.30928E-05	1.50175E-05	7.2322E-05	0.000172096	0	0.00010397	0.001060248	0.001764858
ASPH	9.43689E-05	0.00059805	0.001001835	0.004548438	0.000410174	6.23883E-05	0.000184567	1.59413E-06	0.000804848	0.000622828	0.000105055	0.00028076	0.000427981	0.000832818
ASPM	0	0	0	9.44631E-05	0.00864176	0.000130337	9.39599E-06	0	5.67018E-05	0	1.64279E-07	0	0	0
ASRGL1	1.46789E-06	0.000427246	0	0	0.001681897	0.000100227	0.00015665	7.45785E-05	0.001387243	0	9.48401E-05	2.78698E-05	0.001264825	0.000296045
ATAD2	0.000171281	8.12398E-05	0	0.00011041	0.000537889	0	0.000112853	0.000254523	0.005664481	4.14051E-05	0.000402629	3.25035E-05	3.73311E-05	0.000138866
ATAD5	0.000192051	0.000231665	0	0.000257882	0.000636153	0.000112759	1.87171E-05	0.000180687	0.004095395	0	0.000477773	0.000271237	7.97343E-05	0.000182142
ATF3	1.5297E-05	0.000314242	0	0	4.96138E-05	0.000296695	0.003343153	0.000349907	7.31617E-05	0.000634737	0.001213783	0.002137168	0.000613779	0.00017143
ATF5	0.000539702	0.000905843	0	0.000587997	0	0.001926514	0.000274162	0.000746144	0	0.003078095	5.82405E-05	0	0.000411717	0.000277734
ATF7IP2	0.000677092	0.000380555	0	0.000160873	0.000255819	0.000545639	0.000374831	0.000553066	1.90364E-05	6.47965E-05	0.000808291	0.00171344	4.07428E-05	0.00017063
ATOX1	0.001275798	0.000689519	7.7591E-06	0.000314088	0.000177498	0.00119556	0.000133914	0.000627602	0.000476966	0.000186374	0.000327737	0.000552887	0.002842825	0.00040729
ATP13A3	0.000542787	0.000157257	0.00043694	0.00198568	0	1.47444E-05	0.001508187	5.26469E-05	0.000450884	0.001058419	0.000428389	0.000186099	0.000420886	0.002031504
ATP1B1	0.001067999	0.000293141	0	0.000153847	0	0.000372004	0.001135446	0.00062921	0.000286642	0.000333207	0.001395245	0.00048667	0.001934815	0
ATP1B3	0.000446047	0.001593556	0	0.000897166	0.000104415	0.000191082	0.002589471	0.000931141	0.000647252	0.000101245	0.000258403	0	0.000700092	0.001393347
ATP2B1-AS1	0.000300611	0.000157338	0.00042843	0.000130749	2.3722E-05	0.000220871	0.00225792	0.000280179	0	0.000207948	0.001412088	0.001723312	0.00034385	0.000752915
ATP5MC3	0.001334238	0.000894992	0	0.000795349	0.000409266	0.000405769	0.000296984	0.00088738	0.001383483	0.000276804	0.000270084	0.00052624	0.002442379	0.000568533
ATP6V1A	0.000640129	0.000894606	0.001219329	0.001624554	0.000105172	0.000338501	0.000183768	0.000537049	0.000328153	0.000935026	0.000349555	0.000533993	0.001991414	0.000836724
ATP6V1F	0.001782187	0.000925912	0	0.0004384	4.44236E-05	0.000635365	0.000204969	0.000289416	0.000254424	0.0017629	0.000301061	0.000267859	0.003424132	0.000768094
AURKA	0.000112589	0.000176804	0.000353381	9.93959E-05	0.006330135	0.00014085	0.000216385	7.79834E-05	0	8.49897E-05	4.4288E-05	3.62709E-05	8.25434E-05	0.000114279
AURKB	0	0	9.13158E-06	0	0.005706175	4.12207E-05	0	1.66014E-05	0.002012776	0	0	6.12769E-06	1.054E-06	1.10052E-05
AUXG01000058.1	0.000201826	4.48806E-05	8.98655E-05	6.60815E-05	2.09707E-05	0	0	6.55553E-05	1.86486E-05	4.9561E-05	0.000806675	0.000268097	0	2.47028E-05
AVPI1	0.000347357	0.00018729	0	5.03058E-05	7.78904E-06	0	0.000435848	0.000480208	0	0.001431346	0.000292302	0.000341172	0.000725284	0.000673505
AZI2	7.96133E-05	0.001886821	7.64425E-05	0.000969326	0.000299988	0.000644376	0.000290143	3.11919E-05	8.61097E-05	0.00037564	0.0001641	8.60834E-05	0.000820879	0.001424828
AZIN1-AS1	0	1.2677E-05	0.000270389	0	0	0.000212608	0.002142562	0	6.93769E-05	0	0.000887715	0.001011993	0	2.17735E-05
B3GALNT2	0.000487327	0.000498802	0	0.000703389	0.000203623	5.76229E-05	0.000260315	0.000567639	0.000483332	5.0331E-05	0.000504956	0.000433972	0.00019149	0.000405102
B3GNT2	0.000182566	0.000348271	0.000271637	0.000704309	0.000166724	0.000502784	0.000279743	0.00022504	0.000234678	0.000788354	0.000301041	0.001201947	0.001973508	0.000513649
B3GNT5	0.000626192	2.19567E-05	0.00066495	0.000382442	0.0002987	0.000155281	0.002566616	0.000365874	8.18149E-05	0.0006037	0.001639945	0.000560903	6.8268E-05	0.000760781
B3GNT7	5.35608E-05	0.001058629	0	0.001424223	6.9777E-05	0.000197811	0.000139323	0.000316176	5.09122E-05	0.000183642	5.16746E-05	0	0.000683401	0
B4GALT5	0.000323223	0.000630919	0.001787819	0.00033562	0.000172258	0.000560922	0.000378254	0.000515879	0.000241852	0.000440496	9.74971E-05	0.000516561	0.001150485	0.000967129
BAG3	0	0	0	0.000114324	3.08637E-05	0	0.000612663	0	0	0.000493126	0	0.015195079	0	0.000172124
BAMBI	6.51087E-05	8.34214E-05	2.40179E-05	1.39376E-05	2.96917E-05	0.000164257	0.0003222	2.39509E-05	9.9219E-05	0.000165399	0.000132033	0.000754651	2.3839E-05	2.92866E-05
BANK1	1.95682E-05	8.28136E-05	0	0.000329701	7.73555E-05	0	0	0.001638786	0.000161982	0	7.12044E-05	0.000204373	0	0.000456283
BARD1	0.00042913	0.000188562	0	0.000156781	0.001358948	0.000888317	0.000123665	0.000158508	0.003053583	0.000163237	0.000355384	0.000568267	0.00013902	0.000331052
BASP1	0.001135009	0.001114564	0.004042003	0	1.20166E-05	0.000301161	0.002059807	0.002138422	1.80676E-05	0.002008729	0.000268838	0	0.000548108	0.000557069
BASP1-AS1	0.000171958	1.24698E-05	0.000300491	3.04174E-05	2.76111E-05	0.000130908	0.000762661	0	6.19508E-05	0.000117121	0.000411913	0.000116299	7.97757E-05	7.50423E-05
BATF3	0.000398391	0.000112262	0	0	3.79774E-06	0.001094114	0	0.003096101	0.000371342	0	0.00120377	0	0	0.000209084
BBS5	0.000361787	0.000155916	0	0.000224615	0	0.000178764	4.6331E-05	5.11304E-07	6.38307E-05	0.000239505	0.000526927	0.000144787	0.000877847	2.82496E-05
BCAS1	0.000104362	0.0001737	0.000192153	1.99813E-05	1.49245E-05	0.00030766	7.99246E-05	3.33834E-05	2.38342E-05	2.4402E-05	0.000539851	0.00026103	0.000294378	9.12311E-05
BCAS2	0.000428729	0.000232815	0.000335251	2.17672E-05	0.000221425	0.000154003	0.001527512	0.000570316	0.000236246	0.000636796	0.001001436	0.002132348	0.000327478	0.000248033
BCAT1	0.000355762	0.000255001	0	0.002947101	5.76764E-05	0	0.000149823	2.0859E-05	0.000254475	0.003278415	0.000388162	7.77029E-05	0.000605446	0.001314371
BCL11A	0	6.23283E-05	0	6.17419E-05	0.000205119	2.69926E-05	1.84352E-05	0.002209291	5.55393E-05	0	3.47975E-05	0.000294541	0.000426559	0.000781762
BCL11B	3.28683E-06	0.000160913	3.10584E-05	6.42319E-06	0	2.5682E-05	1.48208E-05	0.000439736	0.000108212	0	0.000373632	4.49325E-05	3.19792E-05	0.000164104
BCL2A1	0.000257464	0.000635339	0.00343609	0	1.12478E-05	0.00049472	0.004044457	0.000745333	1.13657E-05	0.000403152	0.000168955	0.001350993	0.000278375	0.000989423
BCL2L11	0.000222245	0.00110886	0.000155651	0.00058303	0	0	0.00029571	0.002287032	9.997E-05	0.00026682	0.000546394	0.000475515	0	0.000761312
BCL3	6.06413E-05	0.001293246	0.001806281	0.000560007	0.000304236	4.38364E-05	0.0008688	0.001788553	2.59863E-05	0.000438914	0	0.00010014	7.97448E-05	0.000819892
BCL6	0.000652183	0.000667934	0.002817756	0.000343024	0.000147221	0	0.00149355	0.001398897	0	0.000594474	0.000782629	1.66971E-06	0.0001227	0.00067784
BCO2	0.000719122	4.16749E-06	0	0	1.70929E-05	0	0.000639625	0.000134416	0.000115068	0	0.000921455	0.001391136	0	2.11587E-05
BEX3	0.000408084	0.000104853	0	0.001334388	0.00010125	0.000467725	4.77839E-05	2.84364E-05	0.000660524	0.000410334	0.00089069	1.89071E-05	0.000983224	0.000346019
BHLHE40	0.000332771	0.000549525	0	0.000587294	5.11261E-05	5.00145E-05	0.002051596	0.001729972	0	0.001077819	0.000383497	0.000419616	0.000566595	0.000683529
BHLHE41	0.002577497	0.000214379	0	0	0	0.000837191	0.001151063	3.796E-05	5.16902E-06	0.000202192	0.003111919	9.4209E-05	1.74115E-05	0
BIN1	0.003033478	0.00110772	0	5.51464E-05	0	0.000718165	0.000705876	4.78833E-05	0.000598566	7.23786E-05	0.001578538	0.000117294	0	0
BIRC3	0	0	0	0	0	0.000262361	0.000960651	0.004041081	0	0	8.68379E-05	6.20451E-05	0.000196672	0.000392551
BIRC5	0	0	0	6.22815E-05	0.00730864	0	6.55761E-06	0	0.00157313	0	0	0	3.05752E-06	0
BIRC7	0.000323746	0.000132463	0	0	0	0.000107535	0	0	0	0.000895355	0	0	0.002307256	0
BLVRA	0	0.000371935	0	0.001961392	0.000295819	0.001600458	6.59128E-05	0.000228656	0.000508156	0	9.48868E-05	0	0.001966973	0.000714657
BLVRB	0.000309502	0.000324457	0	0.000894114	7.25022E-05	0.000347942	0.000122134	0.000133358	0.00034698	0.000951708	0.000413576	0.000395208	0.003508538	0.000681902
BNIP3	0	5.75483E-05	0	0.000283936	6.03917E-05	2.8885E-05	0	0	0.000101809	0.007089084	1.3244E-06	0.000760637	0	0.000128073
BNIP3L	0.000626585	0.001545227	0.000732177	0.000508376	0.000144176	0.000286228	0.000419309	0.000258154	0.000103226	0.00498177	0.000666704	0.000395217	0.000773506	0.001628792
BOLA3	0.000901816	0.000731432	0	0.000617473	0.000573904	0.000277442	6.81687E-05	0.000256739	0.00108455	0.000427702	0.000120945	0.000292896	0.000734052	2.2476E-05
BPI	0	0	0	2.07047E-05	0	0	0	0	7.09924E-05	0	0	0	0	0.000582955
BRCA1	0.000109617	0.000114853	0.000258124	0.000182356	0.000875065	0.000307067	3.62186E-05	8.46421E-05	0.005296446	4.88165E-05	0.000235079	3.06161E-05	0.000162925	0.000101862
BRCA2	5.91171E-05	0.000324856	0	0.000505573	0.001437621	0.001530982	0.000230304	0.000489126	0.003349491	6.90221E-05	0.000391429	0.000143877	0.000334172	4.81618E-05
BRIP1	0	1.38073E-05	0	3.34495E-05	0.000180585	0.000204713	0	3.01108E-05	0.004661352	0	4.81012E-05	0.000121303	0	1.50222E-05
BST1	0.000106557	8.71952E-05	0.001929836	0.000776563	5.15575E-05	0	4.4674E-05	0	8.35944E-05	7.32379E-05	0	7.99416E-05	0.00102428	0.002256117
BST2	0.0010049	0.002046746	0	0.000544193	0.000309334	0.005900923	0.000315457	0.000303175	0.000252563	4.4066E-06	0.001087582	0.000421263	0.000527461	0.000107863
BTG1	0.000433269	0.001388566	0.001583137	0.000703438	0.000113317	1.26576E-05	0.002017904	0.001219509	5.80578E-06	0.002854914	0.000802674	0.000388712	4.87651E-05	0.00203295
BTG2	0.001208047	0.000840177	0.000729586	8.71808E-05	0.000253735	3.33576E-05	0.002765951	0.000190958	0	0	0.002304106	0.001793247	0.000192634	2.23748E-05
BTG3	0.000553549	0.000358376	0	0.000197728	0.000428054	0.000135676	0.001768267	0.000133673	0.001721417	0.001292049	0.000495208	0.001178468	1.29291E-05	0.000346952
BTN3A2	0.000673431	0.001241517	0.000608429	0.000246115	0.00055548	0.000987309	0.000194454	0.000318777	6.82671E-05	8.15551E-05	0.000847078	0.000177508	0.000375484	0.000637819
BUB1	8.06235E-06	2.07573E-05	0	6.07284E-05	0.006335246	0.000170593	0	1.4457E-05	0.001636812	9.05871E-05	7.37575E-06	4.71161E-05	4.08941E-05	0
BUB1B	9.27666E-05	0	0	2.68537E-05	0.005573082	0	4.96189E-05	1.69959E-06	0.001903989	0	0	2.93984E-05	0	0
C11orf96	1.98491E-05	6.35977E-05	2.10314E-05	0.000130151	0	0.000218646	0.000232591	0.000395331	2.64578E-05	0.000327059	0.00040767	4.72521E-05	5.07858E-05	0.000313451
C12orf45	0.000258886	0.000204022	0	0.000560867	0.000217501	0.000394361	7.64174E-05	0.001850719	0.000382993	0.000254744	0.000372783	0.000477751	0.000439932	0.000306384
C12orf49	0.000655148	0.000342145	1.52376E-05	0.000596048	0.000467012	6.83943E-05	0.000134	0.000267759	6.99696E-05	0.001735041	0.000129723	0.000617498	0.001563692	0.000328698
C12orf57	0.000298911	0.000275819	0	0	0.000210395	0.000353198	0.001135359	0.000299407	0.000192235	0.000434321	0.002033585	0.000150709	0.000183857	0.000150793
C12orf75	0.002083524	0.00015593	0	0	0.000335982	0	0.000122885	0.000262082	0.000526586	0.000831842	0.002032927	7.93766E-05	0	0
C15orf48	0	0	0	0	0	0.000231693	0.000452075	0.001764004	0	0.001361828	0	8.52194E-07	0.00052712	0.001549589
C1orf21	0	4.90621E-05	0	0.000157124	0.000135299	0	0	0.00250653	0.001089568	0.001020362	6.94863E-05	0.000182545	0.000525322	0
C1orf54	0.001693776	0.00095805	0	0.000422589	0	0.000323384	0.000572167	0.002771133	0.00041196	0.000422369	0.000546724	5.66676E-05	0.000364964	1.83577E-05
C1orf61	0.000177656	0.000320836	6.82781E-05	4.48096E-06	2.43111E-05	0.000931609	0.000191208	2.79711E-05	0.000195927	0.000207935	0.00124019	0.0003047	0.000234833	0.000219012
C1QA	0.001897415	0.004216289	0	0.001057928	7.32899E-05	0.001348381	0.000352147	0	0.000139824	0	0.000808291	9.38461E-05	0.000347518	0
C1QB	0.00229297	0.004139554	0	0.000842432	0.000130607	0.001398327	0.000256159	0	0.000255054	0	0.000932627	9.61246E-05	0.000323528	0
C1QC	0.002444834	0.00351358	0	0.000896262	0.000142902	0.001603139	0.000296142	0	0.000216417	0	0.001262654	8.95557E-05	0.000601766	0
