	NPC-like	AC-like	MES2	MES1	OPC-like
PAX3	0.000717421	-8.68E-05	9.53E-05	-2.44E-05	-0.00036036
PAX8-AS1	-1.76E-05	2.16E-05	0.000543758	0.000548615	-0.000617131
PBX3	-4.69E-05	-0.000406045	1.93E-05	0.002166716	-0.000319081
PCDH12	-4.52E-05	-6.86E-05	9.46E-06	-5.25E-05	-8.53E-05
PCDH15	0.003412285	-0.000411244	-0.000576501	-0.000110686	0.002189051
PCDH19	0.00256992	-0.000500063	-0.000577464	0.000334517	3.24E-05
PCDH20	0.001321538	-0.000391499	2.28E-05	-0.000208435	0.000894458
PCDH7	0.00130173	-7.15E-05	-0.000580521	-0.000341437	0.001234765
PCDH8	5.58E-05	-0.000113423	0.001184163	-3.14E-05	-0.000261942
PCDHB2	0.001436709	-9.32E-05	0.000590271	-0.000184529	-0.00019489
PCDHB4	-0.000591545	0.000895226	-0.000672117	0.001521154	0.001038852
PCDHGA9	-0.000219702	-0.000373817	-0.000606446	0.002189087	5.03E-06
PCID2	0.000296947	-0.000113692	0.00040592	0.000195471	0.000187074
PCK1	5.06E-05	-5.21E-06	1.31E-05	-1.15E-05	-5.79E-05
PCLAF	-0.000162222	-0.000273671	-9.49E-05	-0.000100797	0.000192022
PCLO	0.000928011	-4.37E-05	0.000252998	-0.000203818	-0.00017395
PCNA	-0.000202777	-0.000201116	0.000103458	0.000511887	9.84E-05
PCOLCE	-0.000269876	-0.000372259	-0.000836885	-0.000395818	-0.000470866
PCOLCE2	-4.77E-05	-0.000127419	0.001581355	-0.000231515	-0.000315157
PCP4	0.000690449	0.000708537	0.000295238	-0.000174611	-0.000254618
PCSK1	-0.000290767	-0.000722026	-2.32E-05	0.002737213	-0.000615572
PCSK6	0.000310327	0.001115809	-0.000240491	-0.000147585	3.47E-06
PDE1C	-7.95E-05	-3.46E-05	-0.000415221	0.0011297	-0.00063223
PDE8B	-0.000565867	0.00041697	-0.000699405	0.001032352	0.001021187
PDGFA	-0.000506174	-0.000697424	0.000107505	0.001073844	-0.000708114
PDGFD	-0.000231223	-0.000195391	-0.000773652	0.000419318	-0.000527409
PDGFRA	0.003543876	-0.000505166	-0.000396984	4.44E-05	0.002426581
PDIA4	-5.57E-05	-0.000383063	0.000749946	0.001553747	-0.00095503
PDK4	-2.74E-05	0.000748729	0.000328887	-0.000179974	-0.000193645
PDLIM3	-0.000219078	0.000861282	0.000552774	0.001109543	-0.000616325
PDLIM4	-0.00037712	0.000415344	0.000960193	0.001940831	-0.000726993
PDPN	-0.000617861	-0.000165348	0.001412236	0.00185928	-0.001087983
PDYN	0.002733927	-0.000149208	-0.000188728	-2.14E-05	-0.000605996
PDZD2	-0.000185153	-0.000431496	-3.65E-05	0.001768152	-0.000253879
PEBP4	-2.37E-05	0.000270025	-0.000155139	-8.96E-05	-0.000124609
PECAM1	-3.11E-05	-2.44E-05	0.000115618	4.62E-06	-9.59E-05
PEG10	0.001438026	-0.000521453	-0.000506574	0.000627561	-0.000512056
PEG3	0.003123893	7.75E-05	-1.48E-05	-0.000258721	0.000707204
PENK	0.000244036	-0.000174845	-0.00023141	-0.000116984	-0.000148546
PFKFB3	-0.0002957	0.001885863	-2.39E-05	0.001111653	-0.000664699
PFKFB4	-0.000157105	-0.000442988	0.00452137	-0.000421413	-0.000258812
PFKP	-0.000126404	-0.000464259	0.004230637	0.0002897	-0.000668024
PGA5	2.95E-05	0.000855424	-0.0001393	-9.49E-05	-5.23E-05
PGAM2	-0.000123718	0.001961458	-0.000274251	-0.000311501	-0.00032284
PGF	8.15E-05	0.00031345	6.78E-05	-2.11E-05	2.28E-05
PGM2L1	-0.000133923	7.92E-05	0.000471399	0.002321701	-0.000960494
PHACTR2	-0.000106501	0.000475315	-0.000651129	0.001842749	-0.000401285
PHACTR3	0.002851746	-0.000246798	-0.000517244	-0.000147403	0.001936036
PHB2	0.003413192	-0.000101024	3.39E-05	-4.09E-06	0.0010154
PHLDA1	0.001935585	-0.00089679	-0.000252137	0.001896255	0.001818119
PHLDA2	-0.000123404	-0.000394955	-0.000219065	0.00147564	-0.000249648
PHLDB2	-0.000101232	-7.35E-06	0.000377939	0.000493044	-0.000239652
PHYHIPL	-0.000876434	0.000102861	-0.000798886	-0.000184592	0.005499571
PI15	-4.32E-05	9.87E-05	0.000505261	0.000800824	-0.000139919
PI16	1.57E-05	0.001714335	-0.000313897	-0.00019639	-0.000111595
PI3	-0.000114935	-0.000283333	0.00232854	0.000152567	-0.000117227
PID1	0.001043737	-0.000324585	-0.000320825	-0.000178097	0.003510031
PIK3C2B	-0.000165508	-0.000716813	-0.00079071	-0.000344066	-0.00022292
PIM1	0.00020455	0.000841025	0.000697223	0.001188666	-0.000446084
PITX1	-0.000158318	-0.000457986	-0.000320718	0.00068207	-0.000364522
PKIA	0.003906769	-0.0001658	-0.000226916	2.09E-05	0.000465546
PKIB	0.000107638	-0.000623356	-0.000254391	0.000880618	-0.000375196
PLA2G2A	-8.49E-05	0.000670385	-0.000197301	0.000785366	-0.000164539
PLA2R1	-0.000155896	-0.000267286	-0.000577296	0.0015337	-0.000321035
PLAAT4	-0.000486041	0.002712602	-0.00065874	0.000333555	-0.000927563
PLAT	-0.000183437	-0.000266853	-0.000554875	0.000885279	-0.000670188
PLAU	-0.000248984	0.000391811	-0.000298058	6.96E-05	-0.00043419
PLAUR	-0.000225432	-0.000323301	0.001419732	0.001015879	-0.000436808
PLCB4	0.002878537	-5.10E-05	-0.000122902	-7.79E-05	-9.93E-05
PLCG2	0.00019671	-0.000146259	0.000258344	6.96E-05	1.32E-05
PLCXD3	4.95E-05	0.000287064	0.000134041	-6.34E-05	-7.45E-05
PLEKHA6	5.39E-05	-0.000313769	-0.000634281	-0.00015755	-0.000313408
PLEKHG1	-0.000289515	0.000304941	-0.000415924	0.002317144	-0.000676464
PLIN2	-0.000158743	-9.06E-05	0.000786347	7.16E-06	-0.000302076
PLK2	0.000494735	-0.000496766	0.000215159	-0.000161374	-0.000267808
PLN	-0.000503652	-2.81E-06	-0.000115091	-6.09E-05	0.001654202
PLP1	-0.000728689	0.001253763	-0.000742247	-0.000305379	0.003270298
PLP2	-0.000406301	0.001267815	0.003191567	-0.000159659	-0.000734982
PLPP3	-0.000271072	0.000566465	-0.000476871	0.002311136	-0.00048307
PLPPR1	0.002155828	-0.000481186	-0.00037466	-0.000126688	0.003584926
PLS3	-0.000413717	0.000165503	-0.000561389	0.001648164	-0.000926748
PLVAP	-6.62E-05	4.93E-05	9.14E-05	-5.43E-05	-4.52E-06
PLXDC2	-0.000164841	0.002167989	-0.000146868	-0.000307207	-0.000249863
PLXNA2	0.001819663	-0.000298077	-0.000450627	0.001064722	-1.07E-06
PLXNA4	0.001267503	0.000106802	-9.79E-05	0.000359127	-0.001003925
PLXNC1	0.000652592	0.000607102	-0.000517642	-4.35E-05	0.000468141
PMAIP1	0.000124686	-0.000219915	0.00011127	-0.000166211	-1.96E-05
PMCH	-1.90E-05	-3.67E-05	8.67E-05	1.79E-05	-1.85E-05
PMEPA1	-2.00E-05	-0.000723732	0.000613471	0.001045123	-0.000509804
PMP2	6.54E-05	0.001218933	-0.001265834	0.00102915	0.001077881
PMP22	-0.000631897	-7.06E-05	0.001088469	0.001973374	-0.001037297
PNOC	0.000124927	5.18E-05	2.57E-05	-2.90E-05	-2.48E-05
PODXL	-0.0001762	0.000563557	-0.000892646	0.001791889	-0.000488846
POSTN	-0.000247021	-0.000609554	-0.000312242	-0.000293581	-0.000476332
POU4F1	0.000907699	-8.51E-05	-1.28E-05	2.24E-05	-0.000288712
POU6F2-AS2	0.000393459	4.04E-05	-3.07E-05	-1.54E-05	-2.84E-05
PPDPFL	0.000300014	-6.97E-05	0.000579151	-9.40E-05	-0.000233957
PPFIA2	0.002610994	-0.000176127	-0.000177325	-5.37E-05	0.001209583
PPFIBP1	-0.000166747	-0.000833294	0.000340947	0.002363375	-0.000535384
PPIF	-9.69E-05	0.000193565	0.00019297	6.06E-05	0.000981048
PPL	-0.000251969	0.000576081	0.000284194	3.28E-05	-0.000472491
PPP1R14C	0.000564779	-0.000410982	0.002616386	-0.000116329	-6.90E-05
PPP1R15A	-7.37E-05	0.000418751	0.001623849	0.001044635	-0.000919314
PPP1R15B	-0.000496992	-0.000685523	-0.000381062	0.000304562	-0.000687825
PPP1R17	0.000831866	-5.91E-05	-1.13E-05	-1.72E-05	-0.00021208
PPP1R1B	-0.000114846	0.001926914	-0.000384893	-0.000185197	-7.62E-05
PPP1R3C	-6.22E-05	0.000238876	0.001123474	-0.000205212	-0.00035048
PRELP	-0.000395092	-5.84E-05	-0.000529888	-0.000351602	-0.000394078
PRF1	1.48E-05	1.19E-05	0.000105018	8.49E-05	-8.10E-05
PRICKLE1	-3.30E-05	-8.34E-05	0.000169502	-0.000124678	-0.000227668
PRKCB	0.001215705	-0.000330674	0.000417403	-0.000102957	-8.21E-07
PRLHR	-0.000221974	5.21E-05	-0.000154889	-5.03E-05	0.000832336
PROS1	-0.000505103	0.001294681	-0.000282926	0.001774464	-0.000817674
PRRX1	-0.000443064	0.001115658	-0.000755062	0.002312965	-0.000385695
PRSS12	0.000165238	-0.000221198	-0.000220336	0.000763847	-0.000137538
PRSS23	-0.000434803	0.002397107	0.000350999	-2.77E-05	-0.000827043
PRSS35	2.77E-05	0.001324844	0.000388276	-0.000252675	-0.000165571
PSAT1	0.000146572	0.002314582	-0.000257984	-0.000334604	0.000855614
PSD2	-0.000298491	0.00018188	-0.000587578	-0.000140398	0.003142319
PSD3	0.000211115	-0.000375559	-0.00056652	0.000408375	-0.000158343
PSG1	-8.11E-06	-2.43E-05	7.60E-05	-1.85E-05	-2.23E-05
PSMB9	-0.000576915	0.000564358	5.52E-05	0.000201823	-0.000764889
PTCH1	0.000138141	6.80E-05	-0.00019494	7.19E-05	0.002252079
PTCHD1	-0.00023714	0.000538871	0.000416348	0.000848733	-0.000684182
PTF1A	-2.39E-05	-2.24E-05	-2.52E-05	-7.66E-06	0.000239222
PTGDS	-7.01E-05	0.001122178	0.000153632	0.000147362	0.00039868
PTGER4	0.000132449	-0.000102492	0.000356007	6.65E-05	-0.00028163
PTGFRN	-0.000307301	8.21E-05	-0.000944725	0.002454383	-0.000855548
PTGS1	-0.000247313	-0.000444787	-9.70E-05	-3.43E-05	-0.000402529
PTGS2	-0.000190831	-0.000129054	0.002468338	0.000256421	-0.000268322
PTHLH	-7.41E-05	-0.000212103	9.55E-05	0.001156558	-0.000303227
PTMS	0.004959695	-5.71E-05	-0.000317649	-8.50E-05	-0.000342735
PTPN14	-0.000441179	-0.000185977	0.000499993	0.001021201	-0.000692083
PTPRC	0.000370827	-1.22E-07	4.93E-05	0.000670139	-0.000253837
PTPRD	0.001083583	-0.000577616	0.00079271	-0.000460833	0.000940109
PTPRN	0.000680259	-0.000201362	0.001385401	0.000319544	-4.26E-05
PTPRT	0.001602926	-0.000101095	-0.000355176	-0.000115491	0.001093804
PTX3	-0.000265228	0.000496575	0.002039398	0.00057009	-0.000425927
PXDN	0.004795771	0.000126427	-0.00033643	-2.87E-06	-0.000839177
PYGL	-0.000586341	0.000101647	0.002664354	0.000349106	-0.000930635
PYGM	-0.000253073	5.03E-05	-0.000359605	-0.000230075	-0.00034142
QPCT	-9.06E-05	-0.000210829	0.000234074	0.000544506	-0.000162155
RAB20	-0.000324556	-0.000232999	0.000409932	0.000729604	-0.00055486
RAB27B	0.002417201	3.22E-05	-5.46E-05	6.49E-05	0.000301404
RAB3B	0.000294095	-0.000279717	-0.000108759	-4.61E-05	0.000104867
RAB3C	0.003446203	-0.000348734	-0.000367427	-9.29E-05	1.09E-05
RAD51AP1	0.00139676	-3.82E-05	-9.92E-05	-7.38E-05	-0.000178001
RAI14	4.52E-05	-0.000419821	0.001711868	0.000608962	-0.000287426
RAMP3	-7.09E-05	0.002671618	-0.000316669	-0.000206595	-0.000414808
RAP2A	0.001968647	9.07E-05	-0.000148281	1.61E-05	0.003934059
RARRES1	-0.000195859	-0.000179719	-0.000774591	0.000206378	-0.000335143
RARRES2	-0.000389166	0.000632876	0.001080649	0.001776076	-0.000539955
RASD1	-0.000365617	0.00182012	0.00083565	3.74E-05	0.000152712
RASL10A	-0.000220656	0.00051442	-0.000251995	-4.94E-06	0.000714225
RASL11B	0.000239878	0.000179381	-8.21E-06	-2.49E-05	7.08E-05
RASL12	-0.000231139	0.002851025	-0.000438753	-0.000283236	-0.000427896
RASSF4	-0.000462945	0.002115107	-0.000881851	0.000759988	0.00066636
RASSF5	-0.000133763	-0.000425791	-0.000310775	0.001953312	-0.000416592
RASSF8	-0.000366948	-0.000620176	0.000595221	0.002561986	-0.000818234
RBBP5	-0.00043703	-0.000542656	-0.000485018	-0.000535407	-0.000706494
RBP1	-0.000119006	-0.000374461	-0.000604641	0.000231012	-0.000788122
RCAN1	-0.000397314	0.000740731	-1.89E-05	0.001315657	-0.000759702
RCAN2	-1.64E-05	-0.000425585	-0.00011451	0.001730039	-0.000406673
RCN1	9.89E-05	0.001115228	0.000929153	0.000375919	0.000233511
RDH10	-0.000312869	0.000438918	0.001886139	0.000357197	-0.000738769
REG1A	-6.51E-06	-2.77E-05	6.68E-06	-8.64E-06	-3.70E-05
REG1B	-2.26E-05	-6.71E-05	4.00E-05	-1.19E-05	-5.96E-05
RELL1	-0.000262829	-0.000207872	-0.000177916	0.002852553	-0.000347741
RELN	0.001114393	-4.08E-05	-6.53E-05	-2.05E-05	-0.000381481
REM1	0.000322908	-4.84E-05	-3.44E-05	-1.13E-05	0.000359482
REPS2	0.001962268	-0.000328701	-0.000309416	-4.82E-05	0.002092957
REV3L	0.003721467	-0.000373377	-0.000338668	0.000393578	0.000757228
RFTN1	-0.000296759	0.000829659	-0.000438158	0.001867631	-0.000558274
RGCC	0.000455724	-0.000345899	-0.000174676	0.000721959	0.001138678
RGMB	0.001287076	-0.000247878	9.54E-05	0.000236823	0.002271723
RGR	-0.000508975	-0.000299372	-0.00028501	-5.42E-05	0.003139211
RGS1	0.000298741	2.46E-06	0.000517329	0.000492122	-0.000221991
RGS16	-0.000201017	-4.89E-05	0.000419595	0.001653753	-0.00037601
RGS17	0.000455582	-0.000794742	0.000907177	0.001559863	-0.000267808
RGS2	-0.000262463	0.000102765	0.001337468	0.002039556	-0.000139621
RGS3	7.24E-05	-0.000307388	0.000791293	0.000617845	-0.000430541
RGS4	-0.000106795	-0.000171851	-0.000251158	0.000562639	-0.000235752
RGS6	-0.000466893	-0.000600987	0.000872279	1.53E-05	-0.000771602
RHOB	0.000807506	0.0016362	0.000132692	0.001195605	0.000363944
RHOU	-0.000323993	-0.000418506	-0.000938888	0.001865946	6.22E-05
RIMS2	0.001870464	-0.000374879	-0.000431159	-7.15E-05	0.002334862
RIT2	0.000400723	0.00029763	-0.000225705	-6.23E-05	0.000107642
RNASE1	-7.56E-05	9.39E-05	-3.28E-05	-6.32E-05	-0.000120897
RND1	0.001575536	0.000234451	1.14E-05	-4.07E-05	0.000244148
RND3	0.000230485	0.000339102	0.002373063	0.001200059	-0.000852294
RNF165	0.002901684	-0.000484718	-0.000269619	-0.000111179	0.001156026
RNF19A	-0.000428602	0.003840183	0.000239429	0.001059335	-0.000888296
ROBO2	0.000728926	0.000200456	-0.000562434	-4.05E-06	-0.000981684
ROBO3	0.000463633	0.000447009	-0.000154539	0.000346875	-0.000445053
RPE65	-0.000178797	0.00245225	-0.000212973	-0.000301332	-0.000439663
RPGRIP1	7.15E-05	0.00017782	-8.13E-05	-1.01E-05	-2.78E-06
RPH3A	0.000413229	-0.000868455	-0.001213448	0.001583834	-0.000419788
RPRM	0.001633588	-0.000258413	-0.000312365	-6.78E-05	0.00123207
RPRML	0.000499427	-5.52E-05	5.28E-05	-6.54E-06	-0.000154993
RPS10	0.002595286	-9.15E-06	0.000577256	0.000345802	0.001543869
RPS12	0.001142364	-0.000396239	0.000389181	0.000499924	0.004445874
RPS24	0.001556015	-0.000256317	-0.000166732	0.00015385	0.003935878
RPS29	0.003324676	-8.46E-05	0.000236966	0.000308805	0.00159413
RPS4Y1	0.001062901	-0.000106409	0.000695477	-0.000446993	0.000920652
RRAD	-0.000149229	0.000176655	0.000951235	0.001158849	-0.000308526
RRM2	-8.10E-05	-0.000129475	1.18E-05	-8.43E-05	-9.87E-05
RSAD2	-0.000144339	0.000435035	-0.000327475	-0.000140645	-0.000329195
RTN1	0.003398918	0.000447789	-0.000639285	-0.000269063	0.002349688
RUNX1	-0.00038413	-0.000235436	0.000514728	0.001185125	-0.000732616
RUNX2	-0.000146886	-0.000370032	0.000193677	0.001607757	-0.000325341
RUNX3	0.000193582	6.34E-05	4.24E-05	0.00031797	-0.000134085
RYR3	-0.000263526	0.000113373	-0.000891505	0.001277102	-0.000628139
S100A10	-0.000686989	0.002380417	0.002613482	0.00029741	-0.001221381
S100A12	4.34E-05	2.87E-06	7.63E-05	4.24E-05	-4.50E-05
S100A16	-0.000769895	-0.000120838	0.000520917	0.001267941	-0.000835939
S100A6	-0.000626079	0.002291893	0.000581486	0.00079252	-0.001041358
S100A8	0.000210717	1.92E-05	0.000117547	0.000170003	-0.000123949
S100A9	0.000286267	0.000151913	9.96E-05	0.000222348	-5.27E-05
S100B	-0.000695634	0.000604354	-0.001266701	0.00034296	0.000299134
S1PR3	-0.000160836	0.001790034	3.69E-05	4.70E-05	-0.000484073
SAA1	-0.000132484	0.001126093	0.000567125	0.000269967	-0.000204095
SAA2	-0.000102168	0.000920255	0.000453266	0.000188097	-0.000156537
SAA4	-0.000100778	0.00082681	0.00061504	2.14E-06	-0.000143289
SALL3	0.004290833	-0.000169531	-0.000352614	-0.00011814	0.000240296
SAMD5	0.000310715	0.000768858	-9.19E-05	0.000299236	-0.000115198
SAMD9L	-0.00063865	0.001079916	-0.000267127	0.000508584	-0.001009657
SAMSN1	0.000104677	5.93E-05	-7.43E-05	0.000403734	-0.000136588
SAPCD2	5.96E-05	-0.000372153	-0.000333749	-0.00015633	0.003848902
SAT1	-0.000332563	0.000734605	0.000335199	0.002140407	-0.000534259
SBSPON	-4.23E-05	0.000423373	0.000472752	0.000424803	-0.000218398
SCARA3	-0.000553125	0.001063593	-0.000818965	0.002034316	-0.000564017
SCD	-0.000739365	-0.000590026	0.002541797	0.000149819	0.002857128
SCG2	0.000422274	-0.000589406	0.001507438	-0.000322961	-0.000317497
SCGB3A2	4.65E-05	0.000158519	-3.92E-05	-1.46E-05	-3.73E-05
SCGN	0.000557268	-7.01E-05	-1.89E-05	-1.74E-05	-0.000246545
SCN1A	0.001820194	0.00060182	-0.000158514	-0.000235966	0.00072865
SCN3A	0.001639079	-0.000176399	-0.000593776	-0.000219115	0.003715238
SCN5A	-6.14E-05	5.76E-05	0.000657449	-7.01E-05	5.49E-05
SCN7A	-0.000194136	0.000210224	-0.00051603	-3.74E-05	-0.000332845
SCN9A	-0.000128632	-0.000257953	-0.000412197	-0.000346208	-0.000237631
SCNN1B	-0.000134341	-0.000191346	0.002103741	-0.000188616	-0.000207901
SCNN1G	-7.01E-05	-0.000195724	0.000421106	4.27E-05	-0.000107749
SCRG1	-0.000630641	0.000791958	-0.000689922	0.000729391	0.001125104
SCUBE2	0.000133707	0.000597889	-0.000344932	0.001436128	-8.78E-05
SDC1	-0.00023837	-8.44E-05	-0.000358439	-5.72E-05	-0.000381371
SDC2	-0.000441073	0.000416845	4.07E-05	0.001522026	-0.000877342
SDC4	-0.000474607	0.00061479	0.002318224	0.00079366	-0.000815286
SDK1	-0.000134316	-0.000273911	0.000667686	-0.000275967	-0.000429568
SDS	-8.33E-05	-0.000109247	-0.00036883	0.001067575	-0.000131935
SEC14L2	-0.000548973	0.000128589	5.51E-05	0.000865809	-0.000497502
SEC61G	-0.000739944	0.000901817	0.00161327	-0.000680755	-0.001233302
SEL1L3	-0.000180698	0.000298722	-0.000466583	0.001670952	-0.000408767
SELE	-4.74E-05	0.000202174	0.000199637	-2.36E-05	-6.19E-05
SELENOP	-0.000621489	0.001798841	-0.000209696	0.001108265	-0.000706771
SEMA3A	-1.09E-05	-0.000351989	-0.000377643	-0.0003678	-0.000444953
SEMA3C	-0.000158532	-0.000351812	-0.000583366	-0.000314189	-0.000374745
SEMA3E	0.001179956	-0.000125163	0.000563569	-0.000132377	-0.000170931
SEMA6A	-0.000117219	0.000207461	-0.000713116	0.002218196	-0.000682128
SEMA6D	-1.74E-05	-0.000167131	-0.000720321	0.001929395	-0.00080604
SEMA7A	-3.68E-05	-0.000741679	0.000333503	0.000541605	0.000345136
SEPTIN4	-5.31E-05	0.000772623	-0.000192107	0.00173853	-0.000327014
SERINC2	0.000117957	-0.000649727	0.000413568	0.001796772	-0.000269545
SERINC5	0.002614512	-0.00022312	-8.76E-05	-0.000201183	0.001996404
SERPINA1	-3.51E-05	0.0001104	0.000445238	0.000134888	-6.93E-05
SERPINA3	-0.000475935	0.003569602	-0.000498447	0.000727712	-0.000854056
SERPINA5	-0.000114886	0.000925538	-0.000223676	0.000329431	-0.000192241
SERPINB2	-2.43E-05	2.85E-05	0.000102099	9.78E-05	-3.35E-05
SERPINE1	-0.000352278	-0.000660993	0.001988536	0.002195114	-0.000623287
SERPINE2	0.001152938	-0.000404288	0.001476822	0.000761399	0.001354267
SERPINF1	-0.000510592	0.000458383	-0.000634796	-0.000335076	-0.00066153
SERPING1	-0.00048491	0.002830892	-0.00047179	0.00073539	-0.000935289
SERPINH1	-0.000577222	3.54E-05	0.001116971	0.000540079	-0.000955383
SERPINI1	0.00039346	-5.01E-05	-4.23E-06	0.0001007	-0.000398367
SESN2	-0.000119992	-0.000495198	0.003648676	0.000240254	-0.000140219
SEZ6	0.000567971	-0.0008035	-0.000684365	-0.000308676	0.001403144
SEZ6L	0.002677091	-0.000821727	-0.000666694	-0.000190443	0.003389641
SFN	-3.61E-05	0.000315272	0.000515713	-6.45E-05	-7.25E-05
SFRP2	0.000256141	0.001693341	-0.000245467	-0.000183329	-0.000142914
SFRP4	-0.000206462	0.000655652	0.000874644	1.44E-05	-0.000329411
SFRP5	0.000179002	0.00013259	7.65E-05	-2.96E-05	-4.54E-05
SFXN5	-0.000548035	0.000522822	-0.000636959	0.000535354	-0.000603124
SGCE	-7.52E-05	0.000109914	-0.00070714	0.001728138	-0.000353053
SGCG	7.43E-05	9.06E-05	0.000120675	-4.83E-05	-4.19E-05
SGK1	-0.000803587	-1.87E-05	0.000139137	0.000712594	0.001882571
SGPP2	-3.39E-05	-2.57E-05	0.000331394	0.000483138	-5.09E-05
SH3BGR	2.74E-05	0.001036981	0.000826014	0.000113751	9.45E-05
SH3BP5	0.000827733	-0.000177912	0.000343123	0.00034711	-0.000540066
SHC1	-0.000390242	4.65E-05	-0.000154419	0.001354928	-0.000621095
SHC3	0.000908956	-0.000464899	-0.000186629	-0.000124882	0.001848126
SHC4	1.81E-05	-0.000183789	-0.000335966	3.23E-05	-2.37E-05
SHD	0.000300862	-0.000659025	-0.000602173	-0.000166674	0.005032938
SHH	-3.93E-05	-0.000270282	0.000257289	-0.000124696	-0.00010155
SHISA3	-4.24E-05	-0.000167298	0.001154377	2.21E-05	-5.65E-05
SHISA9	-8.27E-05	1.33E-05	-8.42E-06	-0.000159484	0.000661662
SHISAL1	0.001420373	-0.000172652	-8.17E-05	-5.85E-05	0.000944072
SHISAL2B	0.001517717	-0.000154052	-0.000190029	-3.03E-05	0.000241918
SHOX2	-0.000184704	-4.06E-05	0.000110279	0.000373269	-0.000529588
SILC1	0.001344966	-0.000309395	-0.000244575	-0.000106695	0.000819338
SIPA1L2	-0.000271165	-9.54E-05	-0.000198689	0.001751037	-0.000647016
SLA	0.000383386	-0.00010872	-0.000129184	0.000350248	-0.000195403
SLC14A1	4.94E-05	0.001812646	-0.000385886	-0.000203808	-4.58E-05
SLC17A6	0.002119137	-0.000146472	-0.000194544	-2.70E-05	-0.00033237
SLC17A8	0.000649839	-0.000144872	-0.000113722	-5.99E-05	8.50E-05
SLC18A2	-4.84E-07	-0.000157845	0.000291889	0.000321378	1.46E-05
SLC1A1	0.000959034	-0.000625928	-0.000464402	-0.000159681	0.002364229
SLC1A2	-0.000443777	-0.000226523	-0.001605745	0.002202744	0.000674807
SLC1A4	5.14E-05	0.003023875	-0.000253614	4.93E-07	-0.000429468
SLC20A1	-3.57E-06	-0.000678107	7.01E-05	0.000882655	-0.000323179
SLC24A2	-0.000179451	-0.000210854	-0.000360129	-0.000371767	4.79E-05
SLC26A10	0.000211211	-0.000238014	-0.000355217	-0.000182695	0.000332962
SLC26A2	-0.000101837	-0.000385145	-1.87E-06	0.001406679	-0.000406023
SLC2A1	-0.000304534	-0.000655831	0.005637873	-0.000211969	-0.000437014
SLC2A13	0.002070984	-0.000507957	-4.43E-05	-0.00016902	0.001983812
SLC2A3	-9.55E-05	0.000269982	0.003095268	-0.000644905	-0.000512372
SLC2A5	-7.06E-05	0.000272286	0.000547081	-5.51E-05	-0.000187532
SLC32A1	0.001377257	-0.000109038	-4.12E-05	-4.08E-05	-0.000554937
SLC38A1	0.003345866	0.00066742	0.00049058	-0.000416499	0.000515306
SLC38A4	-9.08E-06	-9.06E-05	0.00013382	-6.36E-05	0.000156537
SLC39A12	-0.000108876	0.001134424	-0.000287234	7.09E-05	-0.000111139
SLC39A14	-0.000413163	7.33E-05	0.002525113	0.001999085	-0.00070075
SLC39A8	-0.00030484	0.000383712	0.000342195	0.000668141	-0.00046196
SLC43A2	0.000165749	0.000766102	0.000659923	0.000502965	-5.54E-05
SLC44A5	0.00070775	-0.000334982	-0.000825877	-0.000200456	-0.000181079
SLC47A2	-0.000183498	0.001633468	0.000354243	-6.26E-05	-0.000299198
SLC4A4	-0.000830256	0.000252828	-0.001257086	0.001241565	-0.001173425
SLC4A7	0.000230692	7.74E-05	0.000820261	0.000156475	-0.000197555
SLC5A3	0.000241526	0.000215623	0.000726118	0.000428067	-0.000256754
SLC6A1	0.000261646	-0.000401252	-0.001109937	8.20E-05	0.001453116
SLC6A11	-0.000249881	-0.000217668	-0.000415588	-0.000181244	-0.000453335
SLC6A6	-4.47E-05	-0.000731528	0.002465954	0.000381592	-0.000428338
SLC6A8	-0.000212007	7.43E-05	0.002943321	0.000287829	0.000303046
SLC7A11	-0.000278928	0.001689148	0.000274585	-4.31E-05	-0.000533131
SLC7A14	0.001177729	2.03E-05	-0.000395424	-5.49E-05	0.001919382
SLC7A2	-0.000114166	0.00104662	0.000300856	-0.000229381	7.88E-05
SLC7A5	0.000643192	-0.000196161	0.00304362	-0.000371835	0.000244611
SLCO1C1	0.000117107	0.001684964	-0.000461916	-0.000207188	-0.000267207
SLCO2A1	1.92E-05	-0.000248212	-0.00019897	0.000391575	-0.00010934
SLCO4A1	0.000321335	-0.000351023	0.002484049	-0.000301071	-0.000157489
SLFN5	6.81E-05	0.000593123	0.000645773	0.00036291	-0.00029936
SLIT1	0.000814434	-0.000638184	-0.000450667	-0.000156114	0.003437861
SLIT2	0.000422216	7.43E-05	-0.000260388	-0.000245657	-0.00042555
SLITRK4	0.001369554	-0.000754212	0.003023487	0.000446371	-0.000635005
SLN	-0.000148829	0.000451384	0.000463159	0.000139425	-0.000259982
SLPI	-9.49E-05	0.000503672	0.000579609	0.000310923	-0.000199857
SMIM32	-8.39E-05	0.00028033	7.48E-05	-2.88E-06	9.83E-05
SMLR1	-4.83E-05	-1.01E-05	-3.20E-05	2.53E-05	0.000114648
SMOC1	-0.001014969	-0.000460869	-0.00056761	-0.000145835	0.006401953
SMOC2	-7.23E-05	0.000236692	-0.000370495	0.001422227	-0.000256194
SMYD2	-0.000143933	-0.000392669	0.0001806	0.00164319	-0.000385761
SNAI2	-0.000197749	0.000241664	8.28E-05	0.000417374	-0.000295548
SNAP25	0.003566822	-0.000514227	-0.000310248	-6.48E-05	0.000654703
