	T-cell	Cancer-1	Cancer-2	Myeloid-1	Cancer-3	Cancer-4	Oligo	Cancer-5	Myeloid-2	Myeloid-3	Myeloid-4	Cancer-6	Giant Cell Cancer	Cycling	Vasculature-2	Other Immune-1	Vasculature-2	Other Immune-2
IGHG1	-0.000202476	-0.000212329	-5.55E-05	-7.17E-05	-0.000289824	-0.000125266	-0.000140653	-0.000145709	-0.00022839	-0.000270943	-0.000129632	-0.000106655	-8.90E-05	-0.000104806	-9.64E-05	0.009373115	-0.000114177	-8.54E-05
CD69	0.001599749	-0.000601757	-0.000548712	0.000519996	-0.000894585	-0.000473009	-0.000435172	-0.000501478	-0.000847447	0.001690624	-0.000423875	-0.000482052	-0.000410291	-0.000501968	-0.000404589	0.000280689	-0.000340347	0.002884199
PTGS2	-0.000669345	-0.000678457	-0.000543223	0.000313449	-0.000309031	-0.000272041	-0.00044285	-0.000278264	-0.000836975	0.005122854	0.001211012	-0.000431264	-0.00016172	-0.000190453	-5.29E-05	-0.000465741	6.25E-05	0.002058829
CCL2	-0.000549938	-0.000590678	-0.000568768	0.000199232	-0.000784596	0.001735249	-0.000424869	0.0010042	-0.000571833	0.002852312	-0.000484485	-0.000369012	-2.18E-05	-0.000170127	0.000414226	-0.000595153	-0.000275599	-0.000489211
TNR	-0.000414516	4.25E-05	0.003813879	-0.000269979	-0.000520582	-0.000388695	-0.00035244	-0.000410367	-0.000282012	-0.000368916	-0.000302995	-0.000512344	-0.000261474	-0.000524619	-0.000292616	-0.000350398	-0.000224181	-0.000319185
EDIL3	-0.000411914	-0.000647557	-2.28E-05	-0.000328467	-0.000537711	0.000216167	0.00336249	-0.000536207	-0.000306048	-0.000264079	-0.000305557	-0.000223098	0.000258936	-0.000331352	0.001656861	-0.000386727	0.00014073	-0.00029675
JCHAIN	-0.000194557	-0.00020503	-0.00014575	-0.000190261	-0.000323695	-0.000140839	-0.000147	-0.000159046	1.39E-05	-0.000210923	-0.00016543	-0.00015342	-0.00012823	-0.000130406	-0.0001316	0.009619361	-0.000102128	7.16E-05
AQP1	-0.000288083	-6.31E-05	-0.00044005	-0.000179421	-0.001035437	4.93E-05	-0.000282649	0.004561402	-0.000193094	-0.000376549	-0.000224359	-0.000278164	-0.000136812	-0.000281596	-2.87E-05	-0.000250877	0.000113436	-0.000250165
ENPP2	-0.000371022	-0.000449479	-0.000486518	-0.000158214	-0.000597807	-0.00040101	0.003593864	-0.000344282	0.000160459	-0.000383866	-0.000302067	-0.000390808	0.001218388	-1.18E-05	-0.000307134	-0.000294097	6.86E-05	-0.000231699
NES	-0.000912727	0.002174558	-0.000158106	-0.000600984	0.000126602	0.001785612	-0.000530857	0.001248872	-0.000622151	-0.000725571	-0.000618346	-0.000411905	-0.000574819	0.000421589	0.000178098	-0.000955442	0.000635084	-0.000743343
CRYAB	-0.000608819	-0.000575449	-0.000207575	-0.000460278	0.000177682	0.000841118	0.00233889	0.002103578	-0.000461638	-0.000337553	-0.000444662	-0.000720001	-0.000587032	-0.000385188	0.000324686	-0.000546963	-0.000450334	-0.000478768
DBNDD2	-0.000462264	-0.000261159	-0.000290197	4.98E-05	-0.000160339	-0.000176125	0.003112852	-0.000103796	0.000259947	-0.000533744	-0.000414364	-0.000474611	-0.000387784	0.000274052	0.000738959	-0.000555224	-0.000231545	-0.000379115
B2M	0.001011678	0.000598823	-0.001723437	0.000407223	-0.002125846	0.000459942	0.00023424	-0.000421256	0.000614622	0.000663191	0.000789811	-0.002900934	0.000269403	-0.00028011	-6.13E-05	0.000413733	0.000370683	0.00013834
PMP2	-0.000648379	0.002445172	0.001475453	-0.000368005	-0.000796106	0.000251382	0.000321808	5.36E-06	-0.000420823	-0.000703194	-0.000464004	-0.000752523	-0.00058491	-0.000164669	-0.00045173	-0.000550788	-0.000391692	-0.000452844
FPR1	-0.000610717	-0.000554984	-0.000556979	0.00143253	-0.000832885	-0.000426132	-0.000424527	-0.000456497	0.001157319	0.001171	0.00286998	-0.000482601	-0.000376613	-0.000285131	-0.000397447	-0.000565258	-0.000351466	-0.00072907
MS4A7	-0.000585971	-0.000499706	-0.000519368	0.002442379	-0.000808189	-0.000373497	-0.000396481	-0.000470248	0.001392923	0.001441855	-0.000476311	-0.000437502	-0.000394236	-0.000320807	-0.000372025	-0.000565573	-0.000320251	-0.000572218
HLA.DQA1	-0.000330925	-0.000522857	-0.000559843	0.001441164	-0.00105096	-0.000318819	-0.000424763	-0.000325012	0.001684493	0.002027277	-0.000602771	-0.000449106	-0.000432014	-0.000207696	-0.000400189	0.000217812	-0.000385836	-0.000375228
CNDP1	-0.00028603	-0.000341068	-0.000392824	-0.000201339	-0.000405951	-0.000258779	0.003785805	-0.000306507	-0.000198017	-0.000282645	-0.000205763	-0.000301703	-0.000111661	-9.23E-05	-0.000237364	-0.000278292	-0.000175209	-0.000202495
MAG	-0.000294415	-0.000363637	-0.000389804	-0.000206308	-0.000475029	-0.000262821	0.003947566	-0.000317338	-0.000206709	-0.000264457	-0.000219404	-0.000320074	-0.000156289	-9.98E-05	-0.00021585	-0.000280142	-0.000183182	-0.000222459
TIMP3	-0.000619738	0.000538806	-0.000611018	-0.000268806	0.000512791	0.000535302	-0.000514237	0.001682053	-0.000483312	-0.000808497	-0.000441824	-0.000660778	0.001337545	-0.000143047	0.002182541	-0.000499228	0.001483094	0.001070604
IFI30	-0.000578465	-0.000337326	-0.000613066	0.000591465	-0.000750346	-0.000300648	-0.00041749	-0.00038996	0.003413676	0.00073126	0.000167936	-0.000408239	0.000251414	-0.00029068	-0.000509746	-0.000433321	-0.000323773	-0.000502316
CNTN2	-0.000401664	0.000704502	-0.000714367	-0.000325889	-0.000786025	-7.54E-05	0.003231882	-0.000275187	-0.000296246	-0.000234964	-0.000290519	0.000989781	-0.000270175	-0.000157831	-0.000326495	-0.000388874	-0.000243422	-0.00033742
MOBP	-0.000259454	-0.000334051	-0.000376884	-0.00018132	-0.000558419	-0.000271481	0.003791731	-0.000297009	-0.000224365	-0.000225858	-0.000188475	-0.000272357	-0.000209176	-0.000107179	-0.000177841	-0.000293815	-0.000172346	-0.000205231
CD8A	0.001634069	-0.000287821	-0.0003219	-0.000203412	-0.000456756	-0.000215421	-0.000197319	-0.000229989	-0.000323719	-0.000150304	-0.000245475	-0.000240682	-0.000153847	-0.000147963	-0.00018515	-0.000430484	-0.000174981	-0.000444493
ITGB2	0.000640752	-0.000792955	-0.00078518	0.001483584	-0.001060715	-0.000507777	-0.000575333	-0.000637462	0.001977979	0.000237795	0.000897458	-0.00070388	-0.000499572	-0.000127039	-0.000502997	-0.000700104	-0.000455456	-0.000489869
FTL	-0.000844842	-0.000528486	-0.001184913	0.000804744	0.000625089	0.000113483	0.000187693	0.000604386	0.001376645	0.000750051	0.000753343	-0.000835712	0.000811224	-0.00117263	-0.000449981	-0.000200177	-0.000122597	-7.63E-05
TRBC1	0.001995134	-0.000383254	-0.000373308	-0.000216143	-0.000555877	-0.000245483	-0.000270758	-0.000297839	-0.000301218	-0.000431542	-0.000268407	-0.00035285	-0.00025303	-0.000118969	-0.000228844	-0.000387013	-0.000218211	-0.000399681
ATP1A2	-0.00041421	0.003383258	-0.000367912	-0.000336933	-0.001820948	-0.000737073	-0.000334151	0.000754703	-0.000289273	-0.000110112	-0.000313734	-0.000446283	0.000144492	-0.000850234	0.002318463	-0.000304821	0.000160204	-0.000301127
ANXA1	0.000280113	-0.000103546	-0.001446549	-0.001031211	0.000363834	0.000938609	-0.000966907	0.001622012	0.000690623	0.00131645	-0.000261042	-0.001300513	0.001052219	-0.000208617	-0.000249494	-0.00119543	0.000210865	0.001605186
RNASE1	-0.000451262	-0.000450876	-0.00047592	-0.000130139	-0.000440658	-0.000375749	0.002726647	-0.000334679	0.001225093	-5.43E-05	-0.000431571	-0.000429027	-0.000114557	-9.51E-05	-0.000378509	-0.000499805	0.00133733	-0.00041895
GLUL	-0.001254452	0.000514671	-0.000961739	0.000428347	0.000997713	-5.45E-05	0.001019994	0.000639765	0.000803948	0.000576613	0.000756388	-0.000922959	0.000383713	-0.000404541	-0.000464919	-0.001331259	-0.000567397	0.000564032
FYB1	0.00132236	-0.000764286	-0.000735607	0.001513955	-0.001170254	-0.000528898	-0.00057091	-0.000646223	0.000821974	-2.63E-05	0.000935608	-0.000674464	-0.00054912	-0.000462089	-0.000489598	-0.000663226	-0.000431862	-0.000507803
COL6A1	-0.000659447	-8.45E-05	-0.000193346	-0.000365733	0.001420761	0.0012465	-0.000516243	0.000765471	-0.000455974	-0.000853478	-0.000494138	-0.00039353	0.003351789	-9.33E-05	0.000702122	-0.000603836	-0.000295244	-0.000566618
XIST	-0.000483189	0.001368421	0.00061258	6.62E-05	0.00154745	-0.000651179	-0.000212412	0.000528515	-0.000268313	-0.000302149	-0.000626021	-0.001399225	-0.000860287	-0.000372739	0.0001997	-0.001111885	0.000274289	-0.000205769
TGFBI	-0.000607452	-0.001051777	-0.000672477	-2.11E-05	-6.29E-05	0.00068796	-0.000498066	0.000251448	0.003072286	4.18E-07	-0.000576991	-0.000477926	0.001917192	8.29E-05	0.000665917	-0.000613218	-0.000475001	-0.000639732
EMP1	-0.000806182	0.000979741	-0.00102338	-0.000736782	0.001303976	0.001312319	-0.000531202	0.001672703	-0.000312802	0.000509872	-0.000628735	-0.001015354	0.001059983	-3.22E-06	-0.00056156	-0.000744979	0.000973182	-0.000633565
ANLN	-0.000503043	-0.000221651	-0.000567906	-0.000297814	-0.000500184	8.29E-05	0.003089902	-0.000456325	-0.000316196	-0.000427547	-0.000318079	-0.000871891	-1.82E-06	0.005807176	-0.000384043	-0.000438098	-0.000279608	-0.000394458
SLA	0.001074683	-0.000676812	-0.000711764	0.001192281	-0.001009936	-0.000525621	-0.000532255	-0.000589858	0.001092256	-0.000582902	0.001749289	-0.000541667	-0.000476713	-0.000255643	-0.000455022	-0.000434714	-0.000436976	0.000385193
PDK4	-0.000419773	-0.00044637	-0.000451209	0.002374395	-0.000351112	-0.000462326	0.001156209	-0.00014773	1.24E-05	-0.000858282	-0.00026456	-0.000399324	-0.000340158	-0.000400506	0.000541343	-0.000153181	0.000485032	-0.000354644
BCL2A1	-0.00050532	-0.000556807	-0.000557056	-7.28E-05	-0.000872521	-0.000492633	-0.000433269	-0.000486843	-0.000108511	0.005125707	0.002392857	-0.000469717	-0.00041395	-0.00019269	-0.000482772	-0.000438934	-0.00043926	8.11E-05
FCN1	-0.000263663	-0.00018067	-0.000217669	-0.000781611	-0.00051584	-0.000113961	-0.000191278	-0.000190003	0.003193561	-0.001352862	0.002202023	-0.000176136	-0.000191017	-0.000383566	-0.000125026	-0.000264593	-0.000134151	-0.000185108
PLXDC2	-0.000691099	-0.000602975	-0.00070406	0.0024501	-0.001048318	-0.000421565	-1.33E-05	-0.000122162	0.001382265	0.000436376	2.09E-05	-0.00023366	0.000797264	-0.00034387	-0.000186022	-0.000671805	-0.000237831	-0.000275573
NR4A2	0.000638197	-0.000739575	-0.000672848	0.000224155	-0.001240596	-0.000597045	-0.000468932	-0.000513638	-0.000586504	0.005320829	-0.000434891	-0.000364267	-0.00037955	-0.00027564	-0.000138673	-0.000264026	-0.0002292	0.000826457
APOC1	-0.000490155	-0.000439198	-0.000455497	0.002822213	-0.000482794	-0.000187312	-0.000317908	-0.000261462	0.000796668	7.73E-05	-0.000431846	-0.000387771	-0.000319189	-0.000150608	-0.000223198	-0.000482414	-0.000265657	-0.000441398
TAGLN	-0.00033138	-0.000856055	-0.000421303	-0.000196402	0.000386194	-0.00031734	-0.000263045	0.00274485	-0.000188725	-0.000292535	-0.000227926	-0.000383967	-0.000218872	1.09E-05	0.004720476	-0.000340951	1.08E-05	-0.000306943
NR4A3	-5.81E-05	-0.000426388	-0.000603317	-1.40E-05	-0.00118501	-0.000427587	-0.000476045	-0.000338126	-0.000711551	0.006387788	-0.000285253	-0.00041142	-0.000366499	-0.000202151	-1.12E-05	-0.000360549	-0.000434427	0.001131325
AREG	0.000336995	-0.000414836	-0.000413515	-0.001169241	-0.000735831	-0.000420189	-0.000318633	-0.00042453	0.000855317	0.003708372	-0.000195751	-0.000306337	-0.00030265	-0.000335846	-0.000343222	0.00084529	-0.000162497	0.003523177
SERPINE1	-0.000563631	-0.000404223	-0.000657501	-0.000108681	0.001258231	0.002113214	-0.000469412	0.000145549	-0.000584192	0.000942303	-0.000418622	-0.000550318	0.00089577	-0.000235612	9.80E-05	-0.000568596	0.000732745	-0.000431717
SGK1	-0.00073731	-0.00068328	-0.000281918	0.001261382	-0.000706801	-0.000222226	0.000857242	-0.000428685	-0.000184911	0.003396994	-0.000377188	-0.000870066	-7.74E-05	-0.000269185	-0.000479136	-0.000276068	0.000459752	0.000219705
G0S2	-0.000412843	-0.000309633	-0.000367403	-0.000725544	-0.000514241	0.000109547	-0.000253529	-0.00036713	-0.000171917	0.002776309	0.003068885	-0.000144822	-0.000195852	-9.25E-06	-0.000252638	-0.000190152	-0.000253661	-0.000526113
C1QC	-0.000508819	-0.000512947	-0.000483971	0.003227544	-0.000639743	-0.000322278	-0.00035738	-0.000402558	0.000817527	0.00025413	-0.000492398	-0.000455171	-0.000316336	-5.65E-05	-0.000320079	-0.000469454	-0.000266482	-0.000521563
FOSB	-0.0001779	-0.000344573	-0.00069453	-0.000498633	-0.001016404	0.000100389	0.000221833	0.00046417	-0.001235953	0.005149219	-0.00049181	-0.000483845	0.000158476	-0.000632792	0.000418334	0.000826171	0.000255573	0.001240839
MS4A6A	-0.000517291	-0.000474921	-0.000517638	0.001906694	-0.000888647	-0.000288305	-0.000372988	-0.000425764	0.002499061	0.000370553	-0.000296148	-0.000447066	-0.000392694	-0.000169867	-0.000302815	-0.000345943	-0.000293086	-0.00044388
C5AR1	-0.000643914	-0.000542901	-0.00053053	0.000811077	-0.000731981	-0.00049467	-0.00041291	-0.000388484	0.000600562	0.003333364	0.00209076	-0.000396736	-0.000362751	-0.000514752	-0.000392522	-0.000491514	-0.000352137	-0.000766407
MYH11	-0.000128412	-0.0002353	-0.000183713	-0.000102042	-5.76E-05	-0.000313322	-9.39E-05	5.51E-05	-9.84E-05	-7.84E-05	-6.50E-05	-0.000187547	-0.000957735	0.000142593	0.006685517	-0.000178508	-0.000590814	-0.000124135
MT2A	-0.0005493	0.000257899	-0.00093939	-0.000119347	0.002456813	0.00156458	-0.000363059	0.000110011	-0.000671346	0.000637003	-0.000679108	-0.001151571	-0.000213445	0.000824176	0.000335586	-0.000697729	0.000677336	-0.000433403
SELL	0.000678877	-0.000419661	-0.000412153	-0.00014048	-0.000711823	-0.00026253	-0.000219787	-0.000285567	-4.94E-05	-0.000156995	0.003091198	-0.000322927	-0.00028995	-0.000304097	-0.000268592	0.000461979	-0.000230333	-0.000325427
LUM	-0.000238976	-0.000278135	-0.000249849	-0.00015273	-0.000597007	-0.000224467	-0.000185834	-0.000300052	-0.00021436	-0.000252301	-0.000168541	-0.000247719	0.006442723	-0.000132544	0.000152836	-0.000188531	-0.000121531	-0.000159272
VSIG4	-0.000509073	-0.000472791	-0.000458385	0.00240846	-0.000589913	-0.00025614	-0.000338154	-0.000344129	0.002169656	-0.000409556	-0.000438349	-0.000431232	-0.000282685	-0.000168473	-0.000285958	-0.000667011	-0.000227525	-0.000578617
IGHGP	-0.000213941	-0.000191707	-6.29E-05	-6.64E-05	-0.000244773	-0.000105589	-0.000132512	-0.000124242	-0.000212112	-0.000256549	-0.000114893	-0.000139936	-9.74E-05	-6.62E-05	-9.82E-05	0.008931246	-0.000104927	-0.000194664
GZMA	0.001869727	-0.00034689	-0.000382254	-0.000219576	-0.000502994	-0.000223642	-0.000244936	-0.000251155	-0.000277042	-0.000320807	-0.000255276	-0.000366019	-0.000195817	0.000202827	-0.000207559	-0.000660748	-0.000167945	-0.000494191
MKI67	-0.000243843	-0.000401046	-0.000361155	-0.000230773	-0.000499828	-0.000268912	-0.000289713	-0.000322068	-0.000117802	-0.000287092	-0.000252297	-0.000208103	-0.000405624	0.012632534	-0.000204872	-0.000314116	-0.00018193	-0.000175196
NDRG1	-0.000295837	-0.001072546	-0.000779681	-0.000517527	0.004583422	-0.000725773	0.001303687	4.42E-05	-0.000126574	-0.000100577	-0.000270734	-0.000661861	0.001056033	-0.000507647	-0.000622087	-0.000284828	0.000185161	-0.000337341
AGT	-0.000504952	0.002643096	-0.00064803	-0.000263493	-3.05E-06	-0.000133848	-0.000195269	0.001276639	-0.000320056	-0.000660684	-0.000352023	-0.000410233	-0.000501799	5.00E-05	0.000609226	-0.000453429	-0.000339342	-0.000410467
COL6A2	-0.000443121	-0.00054916	-0.000580802	-0.000273483	0.001026022	0.001002227	-0.000382244	0.000306871	-0.00034661	-0.000592329	-0.000357152	-0.000268611	0.003969232	-4.01E-05	0.001246375	-0.000463654	-4.58E-05	-0.000434823
UGT8	-0.000401705	-0.000696062	0.001210501	-0.000277893	-0.000648693	-0.000306701	0.003285614	-0.00039805	-0.000278153	-0.000353628	-0.000284683	-0.000107334	-0.000283241	0.000148497	-0.000289292	-0.000375192	-0.000244559	-0.000307021
APOD	-0.000360245	-0.000146506	0.000206662	-0.000268412	-0.000894751	-0.000183095	0.002930815	-0.000347556	-0.000273639	-0.000221129	-0.000264506	-0.000479133	0.000868835	-0.000536772	0.000584322	-0.000258321	0.000201648	-0.000333566
AHNAK	0.00124001	-0.001043503	-0.001128119	-0.000850419	-0.000425467	0.000903519	-0.000844638	0.001183121	0.000831085	0.00043342	-0.000784648	-0.000981308	0.000474129	-0.000971886	0.001042716	0.000453513	0.000388527	0.001391113
CXCR2	-0.00021373	-0.00022907	-0.00024169	-1.88E-05	-0.000352263	-0.000168622	-0.000161194	-0.000182702	-0.00051498	-0.000139998	0.004701207	-0.000226204	-0.000185729	-6.31E-05	-0.000104421	-0.000202602	-0.000123321	-0.000410979
F13A1	-0.000505352	-0.000618677	-0.000451065	0.00127124	-0.000568877	0.000316629	-0.000349709	-0.000133189	0.002000041	0.000668897	-0.000500832	-0.000425789	-0.00017483	-1.66E-05	-0.000220578	-0.000364917	-0.00028115	-0.000555663
FCGR2A	-0.00065766	-0.000506723	-0.000596015	0.001679429	-0.000829422	-0.000419996	-0.000437427	-0.000501915	0.00171328	0.0014178	0.001332622	-0.000490688	-0.000398886	-0.000324311	-0.000383094	-0.00056639	-0.000373311	-0.000358834
GPNMB	-0.000520941	-0.000561041	-0.000525718	0.00058966	0.000299994	-1.08E-05	-0.00033965	-0.000121611	0.001669017	8.58E-05	-0.000501528	-0.00040794	0.00275102	-0.000439155	-0.000124842	-0.000690252	-0.000357354	-0.000370722
SPOCK3	-0.000303418	-0.000388234	-0.000290111	-0.000224378	-0.000476011	-0.000252086	0.003835311	-0.000325331	-0.000223401	-0.000229518	-0.000218911	-0.000291794	-0.00024551	-0.00011451	-0.000143315	-0.000281992	4.26E-05	-0.000221707
NTRK2	-0.00058339	0.000315245	0.000364363	-0.000370756	0.001009006	-0.000690884	0.000251864	0.002959865	-0.000449112	-0.00052713	-0.000426478	-0.00024177	-0.000325913	-0.000519041	0.000821732	-0.000502897	-0.000434221	-0.000463192
SOX4	-0.000627833	0.000188183	0.002584938	-0.000493883	-0.000299507	-0.000316664	-0.000559855	2.83E-05	-9.56E-05	-0.000569704	-0.000502444	0.001544879	0.000747163	-0.000155148	-0.000120787	-0.00023037	0.000103617	-4.43E-05
GJA1	-0.000529624	0.000454048	-0.000736002	-0.000357067	-3.77E-05	0.000221972	-0.000417999	0.003004008	-0.000405663	-0.000533363	-0.000380249	-0.000631239	0.003332093	-0.000436342	-0.000978966	-0.00047969	0.000718627	-0.00041881
RAPGEF5	-0.000356727	-7.30E-05	-0.000341988	-0.000250892	-0.000661336	-0.000303752	0.003442327	-0.000427274	-0.000260165	-0.000351738	-0.000263934	0.000604056	-0.000183514	-0.00024936	0.000209412	-0.000264158	0.000761404	-0.000184647
HLA.DMB	-0.000392068	-0.000495937	-0.000560104	0.002047834	-0.001004539	-0.000330995	-0.000417393	-0.000227752	0.001971867	0.000846445	-0.000520805	-0.000478972	-0.000433297	-0.000220188	-0.000361804	-0.000244267	-0.000306085	-0.000408732
CD3D	0.002278712	-0.000420717	-0.000436923	-0.000238856	-0.000614115	-0.000268816	-0.000307925	-0.000322677	-0.000337579	-0.000511786	-0.000312044	-0.000404835	-0.000284134	-0.000163894	-0.000257331	-0.000608946	-0.000248686	-0.000513824
TSC22D3	0.001349098	-0.000656781	-0.000845702	0.000248204	-0.000938677	-0.00047113	-0.000368353	-0.000851985	-0.000282555	0.000934483	0.00094	-0.000761886	0.000870396	-0.000814467	7.24E-05	0.001397192	0.000494086	0.001022252
MOG	-0.000291668	-0.000346863	-0.000371781	-0.000195444	-0.000494131	-0.000249836	0.003888728	-0.000304368	-0.000201867	-0.000287308	-0.000205514	-0.00032199	-0.000171006	-9.08E-05	-0.000228317	-0.000265856	-0.000170542	-0.000199424
AIF1	-0.000547184	-0.000554447	-0.000559422	0.001764377	-0.000871815	-0.000336523	-0.000423436	-0.000497255	0.00228368	0.000793306	0.000522654	-0.0005082	-0.000421257	-0.000138898	-0.000371841	-0.000532303	-0.000345771	-0.00036697
IKZF3	0.00203779	-0.000415675	-0.000406815	-0.000193514	-0.000612091	-0.000262317	-0.000293616	-0.000325999	-0.000343959	-0.000588078	-0.000289182	-0.000378409	-0.000276857	-0.000140355	-0.000270258	0.000517644	-0.000244204	0.001011722
CPE	-0.00081082	0.00023909	0.000752063	-0.000566187	-0.000590121	0.001912848	-0.000576008	0.002089001	-0.000612629	-0.000551212	-0.0005762	0.001230806	-0.00012053	-0.000357077	0.001263486	-0.000797669	-0.000139284	-0.000644765
CD2	0.002214625	-0.000424783	-0.000418658	-0.000249419	-0.000610134	-0.00027608	-0.00030422	-0.000327948	-0.000279028	-0.000483938	-0.000317637	-0.000403377	-0.000273698	-0.000112331	-0.000253955	-0.000418805	-0.000244106	-0.00043261
EFEMP1	-0.000484869	-0.000193449	-0.000510788	-0.000261945	0.000718763	0.001216996	-0.000431251	0.003782571	-0.00029808	-0.000763428	-0.000358317	-0.000458296	-0.000403733	-0.000627636	-0.000353904	-0.000455207	5.09E-05	-0.000412723
CNP	-0.000576803	0.000668413	0.000238458	-0.000215422	-0.000781273	0.000226933	0.002728184	2.45E-05	-0.000193977	-0.000711198	-0.000492353	-0.000406084	0.000147538	0.00037414	-0.000344179	-0.000484245	-0.000143797	-0.000407183
