	Treg	Cycling	Naïve/Memory	Effector
SYP	7.26E-05	-4.06E-05	6.64E-05	2.80E-05
SYTL2	-0.000427213	0.000180135	0.000351389	0.000499088
SYTL3	0.000136062	0.00013065	0.000224867	0.001201472
SYTL4	1.90E-05	-5.95E-05	-3.18E-05	0.000191754
TAF4B	-0.000453966	6.99E-05	0.000374764	-0.000250857
TANC2	-0.000350702	2.28E-05	0.000223892	0.000473591
TASOR2	6.95E-05	0.00020015	0.00036918	0.000125084
TBC1D30	0.000125808	-0.000110412	-8.38E-05	0.000473844
TBC1D31	0.000118036	0.000239816	-1.65E-05	0.00070439
TBC1D4	0.003445485	-0.000453175	-0.000268311	-0.000819527
TBC1D8	0.002293135	-0.000213956	-0.000393577	-0.000160718
TBL1X	0.000360704	0.000444882	9.14E-05	0.000198695
TBX19	9.04E-05	0.000830595	-1.84E-05	-4.80E-05
TBX21	-0.000376976	0.000506303	6.66E-05	0.001197613
TCAF1	0.000371297	0.000822917	7.40E-05	0.000369336
TCEAL9	0.000180739	4.62E-05	-2.26E-05	0.000252508
TCEANC2	0.000102379	5.70E-05	0.000129824	0.000140794
TCF19	-0.000289868	0.004548512	-0.000228846	-0.000124
TCF4	0.000348638	1.19E-05	-0.000241992	0.00111502
TCF7	-0.001260139	-0.000155668	0.001056454	-0.000867539
TDRD12	-6.48E-05	-6.49E-05	8.07E-05	0.00010314
TENM4	4.14E-05	3.51E-05	-1.00E-05	-1.72E-05
TENT5A	0.00012956	5.21E-05	-0.000184665	0.001311973
TET1	0.000432052	7.66E-05	-6.76E-05	0.000454243
TET2	0.000995443	0.000338999	-0.000156821	0.000923646
TEX2	0.000180664	0.000154756	8.65E-05	0.000173965
TFDP2	-0.000324756	0.000730745	-0.000113667	0.001680304
TFEC	0.000385078	6.93E-05	-1.88E-05	1.06E-05
TFRC	0.002109067	0.000628253	-0.000148816	-0.000128834
TGFB3	0.000107735	-9.99E-05	6.75E-05	0.000234555
TGFBI	0.000456707	0.000207077	5.80E-05	-5.83E-05
TGFBR3	-0.000318866	0.000576474	0.000271182	0.000366389
THBS1	-9.73E-05	8.97E-05	5.78E-05	0.000180945
TIAM1	0.000902556	0.000186429	0.000106729	6.98E-05
TIAM2	0.000204103	0.000351481	1.09E-05	6.49E-06
TICRR	-0.000219339	0.002257036	-0.000139826	0.00011861
TIE1	-7.39E-05	0.000135432	-0.000227535	0.001271059
TIFA	0.000280646	0.000230979	0.000261769	-0.000274857
TIGIT	0.004258989	-9.21E-06	-0.000723631	-3.02E-05
TIMELESS	0.000131316	0.004067838	-0.000360597	0.000210614
TIMP3	0.000187435	-7.42E-05	-2.30E-05	0.000204162
TIPARP	-0.00038174	0.000318553	0.000398582	0.000556277
TK1	-0.000385343	0.005527669	-0.000407028	-0.000146912
TKTL1	0.0002906	-0.000175932	-9.93E-05	0.000526837
TLCD2	0.000139867	0.000241501	7.88E-05	-7.47E-05
TLCD4	2.16E-05	-4.86E-05	2.05E-05	-2.07E-05
TLE1	-0.000341143	-0.000185268	-0.000337853	0.002351407
TLN2	6.27E-05	4.40E-05	-6.40E-06	0.000139038
TLR2	0.000286351	-0.000143835	7.53E-05	3.66E-05
TLR3	-7.51E-05	0.000149396	9.81E-05	5.07E-06
TLR5	-7.49E-05	-3.69E-05	1.15E-05	-3.61E-05
TLR6	0.000165814	-7.94E-05	4.85E-05	9.40E-05
TMCC1-AS1	-5.05E-05	-1.60E-05	1.94E-05	8.35E-05
TMED8	0.00127164	0.000492634	-0.00010908	0.000129551
TMEM155	0.000469384	0.000525523	-6.09E-05	-5.78E-05
TMEM161B-AS1	0.000234139	-1.34E-05	0.000156839	0.000154814
TMEM176B	0.000243507	-0.000112244	-1.75E-05	0.000192022
TMEM254-AS1	-2.39E-05	-7.03E-05	0.000110341	1.97E-05
TMEM272	-7.82E-05	-4.70E-05	0.000182668	-0.000137943
TMEM51	0.000251028	-0.000100394	-2.18E-05	0.000188197
TMEM79	0.000176059	2.31E-05	2.50E-05	-1.10E-06
TMIGD2	-0.000377677	0.000159497	-0.000585533	0.003430972
TMIGD3	0.000198136	-5.80E-06	-2.69E-06	6.73E-05
TMSB10	0.001193257	0.002019913	0.000744688	-0.000113612
TNF	-0.000137249	0.000217734	0.000246503	1.89E-05
TNFAIP2	0.000346178	-0.000120579	3.93E-06	4.46E-05
TNFAIP3	-5.75E-05	-6.58E-05	0.001002357	-4.04E-05
TNFRSF10D	-8.56E-05	-0.000130483	0.000367451	-0.000334491
TNFRSF11A	0.001252045	-0.000176379	-0.000238828	0.000250287
TNFRSF13B	0.001649551	-0.000151209	-0.000281342	-0.000153785
TNFRSF18	0.004166264	-0.000457492	-0.000946916	0.001125059
TNFRSF1B	0.004508873	0.000192954	-0.000618705	0.000516781
TNFRSF4	0.003879052	-0.000436122	-0.000610208	-0.000245242
TNFRSF8	0.003013324	0.00014808	-0.00058697	-0.000208511
TNFRSF9	0.003330159	8.34E-05	-0.000663563	4.09E-05
TNFSF10	0.000714795	0.000418067	0.000144635	0.000291624
TNFSF11	8.07E-07	-5.48E-05	-7.91E-05	0.000442781
TNFSF14	3.22E-05	0.000160857	-7.81E-05	0.001160742
TNFSF4	0.000139711	0.000147464	3.35E-05	0.000282297
TNFSF9	-7.81E-05	0.000505426	9.87E-05	0.000283916
TNIP3	0.001198133	0.00014751	-1.55E-05	1.70E-05
TNK2-AS1	-8.15E-05	6.13E-05	4.15E-05	0.000260705
TNS1	0.00020624	-0.000103524	1.16E-05	0.000185322
TNS3	0.001697213	-7.67E-05	-0.000266744	9.90E-06
TOB1	-0.000801218	-0.000100672	0.000834315	-0.000842073
TOP2A	-0.00029439	0.004558026	-0.000238073	-0.000450223
TOPBP1	0.000198765	0.002250369	-8.42E-05	0.000561691
TP53BP1	0.00039398	0.000474332	1.58E-05	0.000507322
TP53BP2	-0.000213754	0.000385039	0.000442356	-9.78E-05
TP53INP1	0.000565693	-8.22E-05	0.000258357	-0.000301815
TP73	0.00082577	0.001391401	-0.000294286	4.87E-06
TPH1	-7.39E-05	0.000139763	7.23E-05	-4.27E-05
TPI1	0.001015392	0.003058503	-0.000219321	0.001165958
TPM4	0.001824603	0.00179427	-0.00010444	0.000680494
TPSAB1	0.00016326	-4.78E-05	-3.59E-05	0.000365991
TPSB2	0.000166831	-9.35E-05	-3.02E-05	0.000403301
TPX2	0.000437042	0.002264468	-0.000225026	7.61E-05
TRABD2A	-0.000832526	0.000156478	0.000735815	-0.000700641
TRAV13-2	0.000168485	5.58E-05	0.000111639	-0.000122917
TRAV17	0.000127778	-1.34E-05	6.63E-05	-0.000158022
TRAV2	0.000182055	5.77E-05	2.03E-06	-9.28E-05
TRAV20	4.42E-05	-1.83E-05	6.45E-05	-0.000111619
TRAV21	9.36E-06	0.000228053	0.000103529	-7.81E-05
TRAV23DV6	0.000366782	9.79E-05	2.71E-05	-0.000159379
TRAV25	0.000235634	-6.86E-07	-5.08E-06	-6.79E-05
TRAV30	-3.21E-05	2.88E-05	6.54E-05	-3.91E-05
TRAV6	-0.000176715	0.001195633	3.75E-05	-0.000262391
TRBC1	0.001961917	0.000417236	0.000159314	-0.000352015
TRBC2	0.002221245	0.001033513	0.000172403	-0.000387412
TRBV10-3	0.000334512	-2.68E-05	5.95E-05	-5.86E-05
TRBV12-3	9.19E-05	-4.10E-05	7.46E-05	-7.40E-05
TRBV13	-2.72E-05	8.34E-05	7.17E-05	5.08E-06
TRBV14	-0.000101395	9.68E-05	7.79E-05	-6.47E-05
TRBV15	0.000245055	-3.75E-05	-2.35E-05	-6.85E-05
TRBV18	0.000408731	0.000468655	-5.64E-05	-3.24E-05
TRBV2	0.000120249	4.66E-05	4.44E-05	-9.20E-05
TRBV20-1	0.00073987	-2.54E-05	8.93E-06	-0.000166615
TRBV23-1	-3.33E-05	-4.68E-05	0.000105118	-3.75E-05
TRBV24-1	1.12E-06	3.08E-05	2.22E-05	-4.15E-05
TRBV27	-3.10E-05	2.81E-05	0.000108632	-7.53E-05
TRBV28	0.000227818	0.000151741	0.000148538	-2.48E-05
TRBV29-1	-2.84E-05	-2.80E-05	6.40E-05	-5.93E-05
TRBV5-1	0.000275072	-9.15E-06	4.47E-05	-0.00013192
TRBV5-6	0.000132392	0.000790832	1.39E-05	-0.000168475
TRBV6-2	2.98E-05	1.42E-05	0.000138047	-0.000156916
TRBV6-6	9.62E-05	1.27E-05	1.68E-05	-5.84E-05
TRBV7-2	0.000291087	0.000446888	6.41E-05	-0.000226411
TRBV7-3	0.000106126	5.76E-05	6.92E-05	-3.79E-05
TRBV7-6	6.77E-05	0.000101556	3.57E-05	-6.27E-05
TRBV7-9	-2.73E-05	0.000312915	0.000106864	-0.00012137
TRBV9	0.000215906	-2.72E-05	-1.47E-06	-5.29E-05
TRDC	-0.000235448	0.000113857	-0.000669468	0.003379989
TRDV2	-0.000180459	0.000260552	1.26E-05	0.00017132
TREM1	0.000242264	-1.99E-05	6.18E-05	-4.06E-05
TRGC1	-0.00041134	0.000360563	-3.80E-05	0.001144781
TRGC2	-0.000276183	0.000344919	0.000118233	0.000588776
TRGV9	-0.000144342	0.000171549	-8.25E-05	0.000716681
TRIB1	0.002531405	0.000275501	-0.000413138	-0.00020672
TRIM56	0.000740144	0.000273822	0.000118324	0.00030169
TRIO	-3.12E-05	8.29E-05	-0.000207614	0.001164548
TRIP11	1.07E-05	0.000229185	0.000257436	0.000218911
TRIP13	7.82E-05	0.00193016	-0.000105917	-0.000183442
TRPS1	0.001284718	0.000265343	-5.02E-05	-4.54E-05
TSC1	0.000251016	7.03E-05	0.000194976	0.000242889
TSC22D1	9.76E-05	9.86E-05	7.50E-05	0.000543973
TSHZ2	-0.000331085	-0.000150258	0.000478127	-0.000516385
TSPAN13	0.001856575	-0.000153358	-0.000369689	0.000113686
TSPYL2	0.000104229	-0.000178064	0.000526884	0.000173719
TTBK2	2.18E-05	-8.99E-05	0.000250187	5.35E-05
TTC21B	-4.66E-05	0.00020168	0.000131037	0.000347239
TTC37	-4.75E-05	0.000468518	0.000414918	0.000320479
TTF2	0.000470591	0.001157246	-2.60E-05	7.21E-05
TTK	-6.65E-05	0.002320704	-0.000171223	-0.000174196
TTN	0.001428933	1.14E-05	-2.05E-05	0.00023387
TUBA1B	-0.000390473	0.006017409	-0.000103156	-0.000315342
TUBB	-1.98E-05	0.006320877	-0.000266438	-0.000167049
TWISTNB	7.18E-05	0.000441	7.18E-05	0.000615681
TXK	-0.000835696	-0.000131757	0.000203972	0.001535758
TXNIP	-0.001039476	-0.000261308	0.00114833	-0.00018852
TYMP	0.002851336	0.000251689	-0.000365109	-0.000145599
TYMS	-0.000278084	0.006960593	-0.000588281	0.000175264
TYROBP	-0.000305926	-0.000268701	-0.000862265	0.004636696
UACA	-7.06E-05	-0.000101123	-7.33E-05	0.000749837
UBASH3B	0.001225879	0.000167346	-0.000337759	0.001526855
UBE2C	-0.000249051	0.002961352	-0.000167333	-0.000304213
UBN2	2.47E-05	0.000100872	0.000142521	0.00035127
UBXN10	6.92E-05	-5.68E-05	1.01E-05	8.50E-05
UCP2	0.002849945	0.000356956	-0.000295342	0.000329599
UEVLD	0.000941198	0.000117397	-0.000129918	0.000401128
UGCG	0.000853522	-2.46E-05	0.000177336	-9.34E-05
UGP2	0.003288974	0.000271291	-0.000165852	-0.000194755
UHRF1	-0.000382197	0.005566692	-0.000372525	-0.000103624
UHRF1BP1	0.000122862	0.000486551	1.83E-05	0.000362576
ULBP1	6.15E-05	6.01E-05	4.82E-06	-2.98E-05
UNC45B	4.90E-05	-3.26E-05	9.33E-06	-1.20E-05
UPB1	9.23E-05	0.00012285	2.83E-05	-8.52E-05
USF3	0.000173832	0.000147317	0.000224867	0.000317586
USP1	-0.000240567	0.003337842	1.58E-05	0.000135176
USP13	-0.00015068	0.001216129	4.06E-05	0.000156399
USP49	0.000175739	0.000467276	-2.53E-05	0.00017925
USP51	0.000281287	6.65E-06	-2.61E-05	0.000116587
USP53	-0.000144025	-0.000188586	0.000471898	-6.92E-05
USP9Y	6.28E-05	0.000195709	0.000484408	-6.35E-05
UTP20	0.000106139	0.000376505	0.00015445	0.000137213
VANGL1	0.000302537	0.000840279	-0.000119881	0.000547852
VAV3	0.001711559	-8.54E-05	-0.000336796	0.001060614
VCAM1	0.000331298	0.00058666	-0.000154474	0.000245878
VCAN	0.000687247	-0.000131405	-5.69E-05	1.56E-05
VCL	-0.000297595	0.000170123	0.000143688	0.000547845
VDR	0.003331827	0.000187617	-0.000602949	-0.000156636
VEGFA	0.000290824	-0.000154617	-3.77E-05	0.000548427
VIM	0.000571587	0.002264539	0.000617536	-9.02E-05
VMO1	-2.99E-06	-3.98E-05	5.34E-06	4.02E-05
VPS13A	0.000165899	0.000678721	0.000361177	0.000310482
VPS13D	8.23E-05	0.000301567	0.000394052	2.64E-05
VWA5A	0.000663306	-0.000222838	-0.000129233	0.000558505
VWDE	-0.000100671	8.26E-05	0.000158372	-6.33E-05
WARS	0.000831307	0.000548466	-8.37E-05	0.000681977
WBP4	0.000709493	0.000361967	-4.28E-06	8.85E-05
WDFY1	0.001022059	0.000270141	-3.19E-05	0.000648489
WDFY4	0.000233878	-3.54E-05	-5.82E-05	0.000224125
WDHD1	0.00015211	0.002613945	-0.000225419	0.000196668
WDR34	-3.46E-05	0.003044003	-0.00027043	8.20E-05
WDR62	-0.000181066	0.001543923	1.53E-06	-0.000147121
WDR63	-0.000139485	0.000338563	6.73E-05	-2.58E-05
WDR73	7.49E-05	0.00011182	0.000218562	2.59E-05
WEE1	0.000141727	0.002007096	-7.99E-05	9.86E-05
WEE2-AS1	1.52E-05	6.67E-05	2.39E-05	3.77E-05
WIPF3	-2.53E-05	-3.39E-05	-0.00031056	0.001558071
WLS	0.000314446	5.70E-05	-6.84E-05	8.25E-05
WNT2B	0.000143881	-9.65E-06	4.25E-05	-2.74E-05
WWC2	-0.000240367	-0.000113709	0.000222467	5.90E-06
XAF1	0.000793434	0.000125071	0.000251609	0.000530927
XCL1	-0.00033215	0.000261023	-0.000338003	0.002689445
XCL2	-0.000292022	0.000761101	-0.00040329	0.00251252
XIST	0.000326469	0.00012937	3.62E-05	-9.28E-06
XKRX	0.001077739	-0.000143934	-0.000135747	-0.00010241
YBX3	-0.000679789	0.000555528	0.000463333	-2.88E-05
YES1	-0.000370832	0.000210259	-6.60E-06	0.001231831
YPEL1	-0.000277485	0.000209063	-0.000171299	0.001915296
Z68871.1	4.22E-05	0.000737227	-5.71E-05	0.000146052
Z99572.1	-2.36E-06	0.000691704	-4.12E-05	0.000128379
ZBED2	0.001940404	0.000245938	-0.000401556	-2.53E-05
ZBTB10	-0.000781907	-0.00017832	0.000503456	0.000133966
ZBTB16	-0.000716361	-0.000169647	0.000188323	0.001237845
ZBTB32	0.001686516	0.000313772	-0.000315064	-0.000117199
ZBTB37	0.000222672	-5.53E-05	0.000155508	0.000294339
ZBTB40	-2.93E-05	-0.000122269	0.000421603	7.79E-05
ZBTB43	0.000126593	0.00015208	0.000205638	0.000293225
ZC2HC1A	0.002680251	-0.000135134	-0.00037531	-0.00030713
ZC3H12B	-7.61E-05	-5.37E-05	0.000122112	2.34E-06
ZCCHC12	0.000425302	-5.83E-05	-3.47E-05	-9.00E-05
ZDBF2	0.000479799	0.000117343	1.69E-05	0.000363297
ZEB2	-0.000440664	0.000756419	-0.000205971	0.002104671
ZFAND2A	0.000207363	0.000394995	9.67E-05	0.000452824
ZFC3H1	0.000498945	0.000290398	0.000206273	0.000273572
ZFHX3	-8.11E-05	-5.57E-05	-0.000464196	0.002515013
ZFHX4	-5.70E-05	-1.08E-05	2.48E-05	-1.12E-05
ZFY	-5.22E-05	0.000140027	0.000130696	0.00039814
ZFYVE16	-3.37E-05	-5.17E-05	0.000131382	0.000466344
ZFYVE9	-0.000324139	2.58E-05	0.000201049	-9.96E-05
ZG16B	0.001868615	-1.21E-05	-0.000280597	-0.000126689
ZGRF1	-0.000224472	0.001777059	-2.45E-05	4.42E-05
ZHX3	0.000150479	3.86E-05	0.000107302	6.45E-05
ZKSCAN1	0.000240133	0.00030267	0.000247907	0.000316579
ZKSCAN2	-5.11E-05	0.000189679	9.13E-05	-6.31E-06
ZKSCAN4	0.00027725	6.59E-05	-3.04E-05	0.000160149
ZMAT1	-0.000264102	5.54E-06	0.000335374	-6.19E-05
ZMAT3	0.000748346	0.00019847	0.000239877	0.000148342
ZNF106	0.000662072	0.000109783	0.000192581	0.000299657
ZNF141	7.61E-05	-2.80E-06	0.000150601	7.01E-05
ZNF184	8.30E-05	0.000675418	4.37E-05	0.000433407
ZNF208	-0.000105264	9.94E-05	0.000132703	-0.000119628
ZNF221	3.22E-05	4.12E-05	-3.31E-05	0.000396041
ZNF236	-1.63E-05	0.000353403	0.000210068	7.88E-05
ZNF257	-7.35E-05	4.41E-05	8.73E-05	-3.82E-06
ZNF273	-8.30E-05	0.000353392	0.000137222	-4.63E-05
ZNF286A	4.27E-05	0.000238361	0.000146112	0.000120641
ZNF318	0.000273132	0.000134723	0.000170185	-2.21E-05
ZNF331	-0.000362256	0.000284598	0.000300965	0.001076059
ZNF334	0.0001639	-4.73E-05	-6.81E-05	0.000247758
ZNF33A	0.00029143	0.000225213	0.000216334	0.000190951
ZNF347	-4.51E-05	3.35E-05	1.04E-05	0.000378283
ZNF354A	-1.75E-05	0.000278219	0.000157972	0.000144995
ZNF354C	0.000119658	0.000406214	7.01E-05	8.72E-05
ZNF365	5.68E-05	-5.29E-05	0.000117755	-0.000155151
ZNF367	-0.000367593	0.00320221	-0.000135679	-8.77E-05
ZNF37A	0.000744951	0.000516217	9.01E-05	0.00033459
ZNF396	-2.34E-05	-8.04E-05	9.20E-05	-4.00E-05
ZNF407	0.000263285	0.000142771	0.00022007	9.22E-05
ZNF418	-6.39E-05	1.99E-05	-3.19E-05	0.000415983
ZNF433	-4.61E-05	-4.84E-05	4.86E-05	0.000224937
ZNF436-AS1	-9.48E-05	0.000154994	3.57E-05	0.000184642
ZNF441	-4.41E-05	0.000413336	7.78E-05	3.81E-05
ZNF445	0.000154453	0.000210453	7.33E-05	0.000433113
ZNF462	5.57E-05	-4.77E-05	3.27E-05	-2.91E-05
ZNF470	0.00034978	-8.72E-05	5.05E-07	0.000105307
ZNF471	-4.84E-05	6.90E-05	-2.87E-05	0.000150513
ZNF507	0.000185871	0.00049155	0.000170201	0.00012467
ZNF518A	0.00037442	0.000205951	5.25E-05	0.000395673
ZNF532	0.000124274	0.000105311	6.07E-05	0.000114899
ZNF570	0.00017242	1.11E-05	8.19E-05	0.000178749
ZNF571	-0.000238581	-5.01E-06	1.20E-05	0.000781438
ZNF594	1.50E-05	-7.57E-05	9.64E-05	0.000183073
ZNF605	0.000361866	-3.81E-05	1.99E-05	0.000231231
ZNF608	3.74E-06	-5.90E-05	1.32E-05	6.75E-05
ZNF618	-0.000152322	-0.000119762	-5.52E-05	0.000748025
ZNF621	4.67E-05	0.000568863	0.000187727	0.000147224
ZNF629	-0.00018553	5.89E-05	0.000164482	-1.93E-05
ZNF641	0.000462661	-3.22E-05	7.74E-05	0.000403323
ZNF658	-0.000129719	0.00017688	0.000173084	-8.30E-05
ZNF660	-3.26E-05	-8.75E-05	-8.26E-05	0.000536629
ZNF667	-4.60E-05	-9.05E-05	-6.58E-05	0.000589441
ZNF683	-0.000114477	0.000363875	-0.000222288	0.001791404
ZNF70	-6.79E-05	-0.000104927	1.31E-05	0.000589853
ZNF704	-6.72E-05	0.000460758	-2.75E-05	0.000204734
ZNF711	-0.000179308	0.000360997	-9.25E-05	0.000835846
ZNF713	4.55E-05	2.66E-05	7.99E-05	5.98E-06
ZNF727	-9.51E-05	4.23E-05	-2.44E-05	0.000320638
ZNF774	0.000236397	-7.33E-05	-4.13E-07	6.99E-05
ZNF80	7.89E-05	0.00013411	3.22E-05	4.54E-05
ZNF829	5.03E-05	0.000121097	9.00E-05	0.000185124
ZNF844	-0.000198194	-0.000107802	8.16E-05	0.000374196
ZNF883	0.000166689	-4.02E-05	1.06E-05	-1.65E-05
ZNF891	-8.98E-05	9.71E-05	0.000177781	-1.46E-05
ZNRF3	-0.000132382	0.000580242	-8.40E-06	0.00021932
ZSCAN30	0.000575149	-0.000156624	-1.28E-05	0.000381121
ZSWIM8-AS1	-9.10E-05	-7.11E-05	0.000194663	-6.29E-06
ZWINT	7.09E-06	0.004005026	-0.000262431	-0.000214301
